genotype,shocked,trackid,learningscore
dgrp319,false,31,0.01756713589733197
dgrp319,false,32,0.06676126198910645
dgrp319,false,57,0.04282749443986228
dgrp319,false,58,0.014498121132122982
dgrp319,false,59,0.022869470748752563
dgrp319,false,60,0.07161774469202098
dgrp319,false,61,0.030378248537171887
dgrp319,false,62,0.013933437269750715
dgrp319,false,63,0.023810180464599928
dgrp319,false,64,0.030024307885221896
dgrp319,true,1,0.0034488598482012023
dgrp319,true,2,0.013192166203257999
dgrp319,true,3,0.010985736003699231
dgrp319,true,33,0.01677846069140626
dgrp319,true,34,0.01373712867283558
dgrp319,true,35,0.01934707976543873
dgrp319,true,36,0.044194909235670765
dgrp319,true,37,0.05677014517579107
dgrp319,true,38,0.03045860811664
dgrp319,true,39,0.016076638180316155
dgrp319,true,4,0.006423431879805791
dgrp319,true,40,0.03464293787248654
dgrp319,true,5,0.013344471835526672
dgrp319,true,6,0.020703479597711127
dgrp319,true,7,0.00541507911498082
dgrp319,true,8,0.014749176975798667
dgrp319,true,10,0.048578927885822715
dgrp319,true,11,0.05714069411580017
dgrp319,true,12,0.00783941392694365
dgrp319,true,13,0.032767759030360166
dgrp319,true,14,0.004018017893336001
dgrp319,true,15,0.013871398962040565
dgrp319,true,16,0.036975904836799495
dgrp319,true,41,0.03983252783578223
dgrp319,true,42,0.010413843247779164
dgrp319,true,43,0.03539762816308567
dgrp319,true,44,0.01238075026526192
dgrp319,true,45,0.0898705394361653
dgrp319,true,46,0.06287931761537444
dgrp319,true,47,0.04740308882100236
dgrp319,true,48,0.019002699680988416
dgrp319,true,9,0.07513934749595808
dgrp32,false,33,0.01155907960462721
dgrp32,false,34,0.025326267338107084
dgrp32,false,35,0.04623828422437701
dgrp32,false,36,0.031119909160262166
dgrp32,false,37,0.012009325322376557
dgrp32,false,38,0.06686603202466623
dgrp32,false,39,0.017473172325049274
dgrp32,false,40,0.008261550814137875
dgrp32,false,49,0.04267030703486688
dgrp32,false,50,0.004498387192303416
dgrp32,false,51,0.021420800880173257
dgrp32,false,52,0.06471372950679802
dgrp32,false,53,0.01407734731158447
dgrp32,false,54,0.0072064442177277865
dgrp32,false,55,0.007307358542142373
dgrp32,false,56,0.01211955741795731
dgrp32,false,41,0.031156794135370952
dgrp32,false,42,0.038015091988124
dgrp32,false,43,0.05320675364554367
dgrp32,false,44,0.0028487360725117095
dgrp32,false,45,0.007771411560359626
dgrp32,false,46,0.04499272299600943
dgrp32,false,47,0.0366803120296528
dgrp32,false,48,0.017229052160653208
dgrp32,false,57,0.026003399848319786
dgrp32,false,58,0.005716129783390395
dgrp32,false,59,0.010732967123813913
dgrp32,false,60,0.005173456604779275
dgrp32,false,61,0.03154715383831602
dgrp32,false,62,0.00939567652445289
dgrp32,false,63,0.059537780440106824
dgrp32,false,64,0.01492490631107235
dgrp32,true,1,0.03010516010585973
dgrp32,true,17,0.01161775777712648
dgrp32,true,18,0.019286925437645652
dgrp32,true,19,0.013851110329382965
dgrp32,true,2,0.0036841013309841797
dgrp32,true,20,0.06881869005283325
dgrp32,true,21,0.016322803647017298
dgrp32,true,22,0.017912528374187026
dgrp32,true,23,0.010881691044199449
dgrp32,true,24,0.03770451400279218
dgrp32,true,3,0.015353496893524221
dgrp32,true,4,0.005296479449409752
dgrp32,true,5,0.02928661572542865
dgrp32,true,6,0.03875846127004945
dgrp32,true,7,0.007785471577372194
dgrp32,true,8,0.03408046082588073
dgrp32,true,10,0.011103534155529782
dgrp32,true,11,0.023239679519949347
dgrp32,true,12,0.006686817012795027
dgrp32,true,13,0.04456120862179844
dgrp32,true,14,0.05976274262109563
dgrp32,true,15,0.012133724613109492
dgrp32,true,16,0.06819140983918184
dgrp32,true,25,0.026362346907770562
dgrp32,true,26,0.00606049800553643
dgrp32,true,27,0.015555784925700505
dgrp32,true,28,0.015587698152556284
dgrp32,true,29,0.02239638235711644
dgrp32,true,30,0.016252766756506498
dgrp32,true,31,0.05075554659592543
dgrp32,true,32,0.0784905809402126
dgrp32,true,9,0.023064968468501174
dgrp321,false,17,0.008103701627451554
dgrp321,false,18,0.0030926286704399397
dgrp321,false,19,0.016459130410643258
dgrp321,false,20,0.0024236680812699807
dgrp321,false,21,0.022394730564966325
dgrp321,false,22,0.021148405817726673
dgrp321,false,24,0.008610922088871764
dgrp321,false,49,0.01181413745556581
dgrp321,false,50,0.008383435770538683
dgrp321,false,51,0.02597380561262974
dgrp321,false,52,0.033465021437950715
dgrp321,false,53,0.014156185095369422
dgrp321,false,54,0.007182512215562958
dgrp321,false,55,0.013581358366441892
dgrp321,false,56,0.0022037511936384147
dgrp321,false,25,0.009148908999727673
dgrp321,false,26,0.025281730252235013
dgrp321,false,27,0.02652548161595017
dgrp321,false,28,0.05800864388161264
dgrp321,false,29,0.011513254439940251
dgrp321,false,31,0.009963092987921501
dgrp321,false,32,0.01382702286063156
dgrp321,false,57,0.012797096491453913
dgrp321,false,58,0.02770526231351733
dgrp321,false,59,0.01076254906880289
dgrp321,false,60,0.016853465737922735
dgrp321,false,61,0.0037030232122603757
dgrp321,false,62,0.001053737854579656
dgrp321,false,63,0.00883135165233373
dgrp321,false,64,0.010020266879455897
dgrp321,true,1,0.0014717427435652908
dgrp321,true,2,0.01350161266899752
dgrp321,true,3,0.009439081922937853
dgrp321,true,33,0.021611242622615684
dgrp321,true,34,0.0024642451631808338
dgrp321,true,35,0.0032656233520637346
dgrp321,true,36,0.012875202016767673
dgrp321,true,37,0.018194030811940126
dgrp321,true,38,0.008909151734172643
dgrp321,true,39,0.016458007088329035
dgrp321,true,4,0.004220082773842837
dgrp321,true,40,0.013437472206247442
dgrp321,true,5,0.0011306326444872339
dgrp321,true,6,0.006119552399019457
dgrp321,true,7,0.006420420058452225
dgrp321,true,8,0.010317968675024908
dgrp321,true,10,0.03136276369575283
dgrp321,true,11,0.00896559227206814
dgrp321,true,12,0.007148921763609983
dgrp321,true,13,0.02817620579739935
dgrp321,true,14,0.1357485570804166
dgrp321,true,15,0.028375277872641935
dgrp321,true,16,0.06278571009173309
dgrp321,true,41,0.06892292579080322
dgrp321,true,42,0.023883335740811834
dgrp321,true,43,0.11901870878659043
dgrp321,true,44,0.012943920620938326
dgrp321,true,45,0.007103684796824494
dgrp321,true,46,0.07742688364098013
dgrp321,true,47,0.0071868048266039986
dgrp321,true,48,0.0398171555287925
dgrp321,true,9,0.0043592800490540595
dgrp338,false,33,0.039761914808536775
dgrp338,false,34,0.013671561106722435
dgrp338,false,35,0.028673098426362648
dgrp338,false,36,0.0327341918842845
dgrp338,false,37,0.022043378164070065
dgrp338,false,38,0.07483754364165704
dgrp338,false,39,0.0175158435147951
dgrp338,false,40,0.00488279552427448
dgrp338,false,49,0.060388584145142615
dgrp338,false,50,0.015019149711766905
dgrp338,false,51,0.007092224402338448
dgrp338,false,52,0.03555058219183432
dgrp338,false,53,0.03465606068956037
dgrp338,false,54,0.044609538803231236
dgrp338,false,55,0.01652421785229405
dgrp338,false,41,0.005486722331284805
dgrp338,false,42,0.004086752258030957
dgrp338,false,43,0.010700560299513273
dgrp338,false,44,0.07364403346827775
dgrp338,false,45,0.0018667821516082372
dgrp338,false,46,0.01571513319928161
dgrp338,false,47,0.0060337054021706304
dgrp338,false,48,0.011610220630409562
dgrp338,false,57,0.01612467509348675
dgrp338,false,58,0.0292950427212815
dgrp338,false,59,0.010661019236166192
dgrp338,false,60,0.036158248591724174
dgrp338,false,61,0.01876177585160793
dgrp338,false,62,0.03565268346611586
dgrp338,false,63,0.003851755784579025
dgrp338,false,64,0.01771547608268051
dgrp338,true,1,0.005260732804952178
dgrp338,true,17,0.007462256779863896
dgrp338,true,18,0.02672012245050301
dgrp338,true,19,0.03456331577906782
dgrp338,true,2,0.0016731897170197685
dgrp338,true,20,0.024606492646863376
dgrp338,true,21,0.012375246684909913
dgrp338,true,22,0.011370776142995559
dgrp338,true,23,0.03780135377396668
dgrp338,true,24,0.015806907855669627
dgrp338,true,3,0.006707057545927458
dgrp338,true,4,0.007531752580041601
dgrp338,true,5,0.0031477934771424187
dgrp338,true,6,0.03274636204408926
dgrp338,true,7,0.01455687182149662
dgrp338,true,8,0.019340794436756376
dgrp338,true,10,0.0334080370017146
dgrp338,true,11,0.004028859081580266
dgrp338,true,12,0.005570503564359841
dgrp338,true,13,0.029675272527658197
dgrp338,true,14,0.009425038540566283
dgrp338,true,15,0.03552203780673177
dgrp338,true,16,0.01388033475068537
dgrp338,true,25,0.001797060066304118
dgrp338,true,26,0.001194441471727925
dgrp338,true,27,0.018931473804978283
dgrp338,true,28,0.011432984918942096
dgrp338,true,29,0.06518770953034883
dgrp338,true,30,0.0055602253479294095
dgrp338,true,31,0.05076072759643807
dgrp338,true,32,0.017266061737543636
dgrp338,true,9,0.0050270490481478525
dgrp354,false,17,0.0038869112921285642
dgrp354,false,18,0.016061146430416562
dgrp354,false,19,0.02714061784816449
dgrp354,false,20,0.07845556403994075
dgrp354,false,21,0.01386047512903954
dgrp354,false,22,0.02230472295222599
dgrp354,false,23,0.010465212833060566
dgrp354,false,24,0.018033407268013585
dgrp354,false,49,0.07710898486525378
dgrp354,false,50,0.011315588691811845
dgrp354,false,51,0.03503885191541964
dgrp354,false,52,0.027384262259124187
dgrp354,false,53,0.06275839152621365
dgrp354,false,54,0.012940220277280728
dgrp354,false,55,0.014734737022097766
dgrp354,false,56,0.01888887974405032
dgrp354,false,61,0.022844661945435385
dgrp354,false,62,0.019003925261408483
dgrp354,false,63,0.02827343013235928
dgrp354,false,64,0.10623136413633041
dgrp354,false,25,0.009909441769821892
dgrp354,false,26,0.0338126585246844
dgrp354,false,27,0.015841818741097774
dgrp354,false,28,0.009323441686364564
dgrp354,false,29,0.018284608684652065
dgrp354,false,30,0.003929301125597473
dgrp354,false,31,0.031217132907607303
dgrp354,false,32,0.047670861261574965
dgrp354,false,57,0.09858040052875933
dgrp354,false,58,0.017192419037837775
dgrp354,false,59,0.009341191990055064
dgrp354,false,60,0.020620388878317214
dgrp354,true,1,0.005279890663928394
dgrp354,true,2,0.010782159732946578
dgrp354,true,3,0.010427169983720674
dgrp354,true,33,0.044171139899961215
dgrp354,true,34,0.007033278631649292
dgrp354,true,35,0.048585721184322916
dgrp354,true,36,0.002495126157537164
dgrp354,true,37,0.01803454747812505
dgrp354,true,38,0.03421146191614047
dgrp354,true,39,0.040836415015348154
dgrp354,true,4,0.030225643942692337
dgrp354,true,40,0.030149071384056536
dgrp354,true,5,0.00568500911746378
dgrp354,true,6,0.021882837636225172
dgrp354,true,7,0.031177105125158505
dgrp354,true,8,0.021226395450978708
dgrp354,true,10,0.0016026686643013655
dgrp354,true,11,0.011412004756071875
dgrp354,true,12,0.024579387283867327
dgrp354,true,13,0.03913310205251386
dgrp354,true,14,0.010246529351708444
dgrp354,true,15,0.022606045881369247
dgrp354,true,16,0.022906615081414117
dgrp354,true,41,0.015937977207144127
dgrp354,true,42,0.015563732787843065
dgrp354,true,43,0.013711291032486833
dgrp354,true,44,0.0041887532604055755
dgrp354,true,45,0.03556807020257416
dgrp354,true,46,0.00713403962436443
dgrp354,true,47,0.0018303442392463842
dgrp354,true,48,0.02152960375000948
dgrp354,true,9,0.003578734414056428
dgrp362,false,17,0.015752854081975437
dgrp362,false,18,0.01819962956515178
dgrp362,false,19,0.01651613107284844
dgrp362,false,20,0.0032330643565680606
dgrp362,false,22,0.007339486336738338
dgrp362,false,23,0.024630158858188145
dgrp362,false,24,0.03536463004051035
dgrp362,false,49,0.007914071571324954
dgrp362,false,50,0.0014708698469489967
dgrp362,false,51,0.01655372681482495
dgrp362,false,52,0.036720148727283436
dgrp362,false,53,0.019872475903350895
dgrp362,false,54,0.02099448618729402
dgrp362,false,55,0.04066726975998339
dgrp362,false,56,0.02094117057906053
dgrp362,false,25,0.021254429335753333
dgrp362,false,26,0.007955647368210333
dgrp362,false,27,0.03883545034031288
dgrp362,false,28,0.006784149016777263
dgrp362,false,29,0.012495348027294989
dgrp362,false,30,0.012711163648937623
dgrp362,false,31,0.05549195172676963
dgrp362,false,32,0.001299081561186105
dgrp362,false,57,0.006232011877688792
dgrp362,false,58,0.04258625025482882
dgrp362,false,59,0.02055115829154766
dgrp362,false,60,0.008616679868494959
dgrp362,false,61,0.0013157007174708912
dgrp362,false,62,0.0654373954814165
dgrp362,false,63,0.029273511688039155
dgrp362,false,64,0.004862684217426305
dgrp362,true,1,0.0028276229618155457
dgrp362,true,2,0.0019015222156234801
dgrp362,true,3,0.0018314522843030923
dgrp362,true,33,0.012734574676463134
dgrp362,true,34,0.005542553108109138
dgrp362,true,35,0.0008750802963428117
dgrp362,true,36,0.005886898771348292
dgrp362,true,37,0.002333104594112345
dgrp362,true,38,0.0056925986433673526
dgrp362,true,39,0.005217527711269876
dgrp362,true,4,0.0170558860049414
dgrp362,true,40,0.07394270820734761
dgrp362,true,5,0.010592036882811656
dgrp362,true,6,0.007977083316516281
dgrp362,true,7,0.007951591164337302
dgrp362,true,8,0.012502629726510284
dgrp362,true,10,0.01380341902184265
dgrp362,true,11,0.006652916219539229
dgrp362,true,12,0.013635668760340613
dgrp362,true,13,0.013366307657428633
dgrp362,true,14,0.007363894359554396
dgrp362,true,15,0.013825329212498905
dgrp362,true,16,0.026892446601874925
dgrp362,true,41,0.0012636158014232846
dgrp362,true,42,0.002196054646296436
dgrp362,true,43,0.005676810968557433
dgrp362,true,44,0.004826882384694142
dgrp362,true,45,0.010289968421977463
dgrp362,true,46,0.0023312478111124912
dgrp362,true,47,0.008185385363298242
dgrp362,true,48,0.012563652166547867
dgrp362,true,9,0.004545189227264518
dgrp373,false,17,0.04421984586427857
dgrp373,false,18,0.0495023682516621
dgrp373,false,19,0.03368704865868538
dgrp373,false,20,0.034947036685023164
dgrp373,false,21,0.06145917614210336
dgrp373,false,22,0.020001685846446154
dgrp373,false,23,0.019706964031506513
dgrp373,false,24,0.06510148533574223
dgrp373,false,49,0.04434526252863033
dgrp373,false,50,0.006579321330751231
dgrp373,false,51,0.02972708895080825
dgrp373,false,52,0.038197375952578744
dgrp373,false,53,0.03821412426772469
dgrp373,false,54,0.009392832899010856
dgrp373,false,55,0.05212637708268347
dgrp373,false,56,0.01229364367669794
dgrp373,false,25,0.021957733881547675
dgrp373,false,26,0.0031033513097313836
dgrp373,false,27,0.028282727920976747
dgrp373,false,28,0.07832036923585212
dgrp373,false,29,0.015132127145053798
dgrp373,false,30,0.05624932504349786
dgrp373,false,31,0.02690956306380443
dgrp373,false,32,0.010084667146554038
dgrp373,false,57,0.02696594254201326
dgrp373,false,58,0.05070143562665608
dgrp373,false,59,0.023581259900841117
dgrp373,false,60,0.05527457649277942
dgrp373,false,61,0.0043306105410630125
dgrp373,false,62,0.023784563677751502
dgrp373,false,63,0.01765481334506927
dgrp373,false,64,0.01666864874536425
dgrp373,true,1,0.02568905085282225
dgrp373,true,2,0.025478434325972715
dgrp373,true,3,0.1361216691645093
dgrp373,true,33,0.04769470532059322
dgrp373,true,34,0.005519585247908548
dgrp373,true,35,0.0645625773075729
dgrp373,true,36,0.10500364206443025
dgrp373,true,37,0.038432794238532825
dgrp373,true,38,0.005452111028046214
dgrp373,true,39,0.08483771104744317
dgrp373,true,4,0.013582357450193538
dgrp373,true,40,0.054050962481402925
dgrp373,true,5,0.04595047625823298
dgrp373,true,6,0.022072158012456322
dgrp373,true,7,0.08778886581624332
dgrp373,true,8,0.03350817429262112
dgrp373,true,10,0.03128571170198799
dgrp373,true,11,0.023826291872938166
dgrp373,true,12,0.034387682385242396
dgrp373,true,13,0.04753702741117255
dgrp373,true,14,0.03998038096675685
dgrp373,true,15,0.016754693257339137
dgrp373,true,16,0.04029452652038437
dgrp373,true,41,0.030997080808848554
dgrp373,true,42,0.004617921731290497
dgrp373,true,43,0.11813848619766285
dgrp373,true,44,0.041837652031966294
dgrp373,true,45,0.03408739835103389
dgrp373,true,46,0.013793560708394298
dgrp373,true,47,0.02426047337259976
dgrp373,true,48,0.06881445682114906
dgrp373,true,9,0.020317449902691853
dgrp380,false,33,0.02520827319554425
dgrp380,false,34,0.010403382666323874
dgrp380,false,35,0.015035751994729535
dgrp380,false,36,0.0015898732567225793
dgrp380,false,37,0.0045585503077242295
dgrp380,false,38,0.013180695481685795
dgrp380,false,39,0.003300002724451828
dgrp380,false,40,0.010343756227325168
dgrp380,false,49,0.015684701061510764
dgrp380,false,50,0.021791415147009746
dgrp380,false,51,0.011659229882814148
dgrp380,false,52,0.010827278714188732
dgrp380,false,53,0.015988081813650745
dgrp380,false,54,0.023257391188116455
dgrp380,false,55,0.039135372258152834
dgrp380,false,56,0.00396112011554442
dgrp380,false,41,0.0018800432195434924
dgrp380,false,42,0.014343321512596596
dgrp380,false,43,0.004830303356222726
dgrp380,false,44,0.0013852686125553626
dgrp380,false,45,0.009442066498975554
dgrp380,false,46,0.004287515452130686
dgrp380,false,47,0.0037856774840151763
dgrp380,false,48,0.03412397602135925
dgrp380,false,57,0.0066875628946441446
dgrp380,false,58,0.013298541805252223
dgrp380,false,59,0.0012938750364463736
dgrp380,false,60,0.014015161593129238
dgrp380,false,61,0.01808772575703449
dgrp380,false,62,0.003942244353060953
dgrp380,false,63,0.0004962622863825261
dgrp380,false,64,0.027391890338486796
dgrp380,true,1,0.024411245882681287
dgrp380,true,17,0.002158087352344712
dgrp380,true,18,0.000638611799233274
dgrp380,true,19,0.012462108418577755
dgrp380,true,2,0.0021952550923611813
dgrp380,true,20,0.021028556896572154
dgrp380,true,21,0.0007685402404397079
dgrp380,true,22,0.016431173347146805
dgrp380,true,23,0.0017765043488056353
dgrp380,true,24,0.06023516223282607
dgrp380,true,3,0.010483222307007906
dgrp380,true,4,0.07530307679406709
dgrp380,true,6,0.021103868927341674
dgrp380,true,7,0.1504964745168284
dgrp380,true,8,0.004086816182965358
dgrp380,true,10,0.0004754314841245999
dgrp380,true,11,0.05302164307547999
dgrp380,true,12,0.00634866006538265
dgrp380,true,13,0.0011430762696642283
dgrp380,true,14,0.007517570211823421
dgrp380,true,15,0.005618463464110157
dgrp380,true,16,0.04148034738394216
dgrp380,true,25,0.02384991442184284
dgrp380,true,26,0.03521326104651068
dgrp380,true,27,0.011244752670214714
dgrp380,true,28,0.03563105794949212
dgrp380,true,29,0.0017218430664177886
dgrp380,true,30,0.0886366107345054
dgrp380,true,31,0.0713763365762253
dgrp380,true,32,0.17007821061255943
dgrp380,true,9,0.05156767187875702
dgrp382,false,17,0.016406076942222125
dgrp382,false,18,0.029804083688617172
dgrp382,false,19,0.0026151877012614844
dgrp382,false,20,0.01777240674995717
dgrp382,false,21,0.01590667379005037
dgrp382,false,22,0.019933488083438256
dgrp382,false,23,0.014958967154886954
dgrp382,false,24,0.029669288367764973
dgrp382,false,49,0.002097838917613698
dgrp382,false,50,0.006589000204081569
dgrp382,false,51,0.00417101310380244
dgrp382,false,52,0.019616456028147017
dgrp382,false,53,0.006412646760949464
dgrp382,false,54,0.002225820163513831
dgrp382,false,55,0.0030477757153920537
dgrp382,false,56,0.004490433719474607
dgrp382,false,25,0.002492441951047475
dgrp382,false,26,0.018930059329827914
dgrp382,false,27,0.013522241671518248
dgrp382,false,28,0.04582810801688139
dgrp382,false,29,0.05971100726174164
dgrp382,false,30,0.02246274124994163
dgrp382,false,31,0.04702973148407941
dgrp382,false,32,0.022895419293732622
dgrp382,false,57,0.05739818197708585
dgrp382,false,58,0.001997335180248694
dgrp382,false,59,0.010180047931373587
dgrp382,false,60,0.0681986106714188
dgrp382,false,61,0.008726548797300726
dgrp382,false,62,0.0031753131031845017
dgrp382,false,63,0.01735470607441003
dgrp382,false,64,0.0028124939912679836
dgrp382,true,1,0.004483363777290167
dgrp382,true,2,0.021076260858067408
dgrp382,true,3,0.005414630459208647
dgrp382,true,33,0.00030716055722943003
dgrp382,true,34,0.0006510141386829871
dgrp382,true,35,0.0011008566383992058
dgrp382,true,36,0.0006299501466210666
dgrp382,true,37,0.0015120455589504311
dgrp382,true,38,0.004565261623045991
dgrp382,true,39,0.006739300694263067
dgrp382,true,4,0.002351303950886563
dgrp382,true,40,0.006792255007080861
dgrp382,true,5,0.0003360948992559287
dgrp382,true,6,0.029628169790533454
dgrp382,true,7,0.00401911116943085
dgrp382,true,8,0.01675416093477411
dgrp382,true,10,0.011332446989558848
dgrp382,true,11,0.05120509240479959
dgrp382,true,13,0.004508095380287791
dgrp382,true,14,0.021969080077647085
dgrp382,true,15,0.004377106359204325
dgrp382,true,16,0.020092201746703536
dgrp382,true,41,0.05844385812636191
dgrp382,true,42,0.019448474593828036
dgrp382,true,43,0.017635422791114574
dgrp382,true,44,0.0016383304100102136
dgrp382,true,45,0.062026379361927036
dgrp382,true,46,0.005098198156116479
dgrp382,true,47,0.009246276914771895
dgrp382,true,48,0.06592175457828076
dgrp382,true,9,0.0036343582934909024
dgrp385,false,17,0.020945848230066705
dgrp385,false,18,0.02026005481909232
dgrp385,false,19,0.014884371844396699
dgrp385,false,20,0.016301576496067505
dgrp385,false,22,0.036347305544320224
dgrp385,false,23,0.004855805582172884
dgrp385,false,24,0.0030860551405798575
dgrp385,false,49,0.004188686066545155
dgrp385,false,50,0.016611888121437657
dgrp385,false,51,0.0007406237600257326
dgrp385,false,52,0.029841445007896983
dgrp385,false,53,0.009184486390560465
dgrp385,false,54,0.014831989713629201
dgrp385,false,55,0.016731571252181804
dgrp385,false,56,0.015429611708342533
dgrp385,false,25,0.006973654443339472
dgrp385,false,26,0.02318523411980733
dgrp385,false,27,0.05860006515375679
dgrp385,false,28,0.013019693089533602
dgrp385,false,29,0.027259125784647037
dgrp385,false,30,0.0009591578929576683
dgrp385,false,31,0.021450769665617153
dgrp385,false,32,0.03659406643074975
dgrp385,false,57,0.004587447406626033
dgrp385,false,58,0.018488162378426543
dgrp385,false,59,0.030353880688520907
dgrp385,false,60,0.005756267538965382
dgrp385,false,61,0.017875830747512922
dgrp385,false,62,0.03390605675426148
dgrp385,false,63,0.013598770316516684
dgrp385,false,64,0.013850627691732703
dgrp385,true,1,0.028043714398507363
dgrp385,true,2,0.001126708311977892
dgrp385,true,3,0.01638340742066438
dgrp385,true,33,0.002086278820648685
dgrp385,true,34,0.004769815346809009
dgrp385,true,35,0.003870088146971651
dgrp385,true,36,0.01276681554208342
dgrp385,true,37,0.003208044677639438
dgrp385,true,38,0.010382723561531082
dgrp385,true,39,0.027802474358648743
dgrp385,true,4,0.00047888271782858816
dgrp385,true,40,0.02460134865821062
dgrp385,true,5,0.0010272597049850452
dgrp385,true,6,0.0009164783836040635
dgrp385,true,7,0.0029641196602796516
dgrp385,true,8,0.005054948896645206
dgrp385,true,10,0.00852239240298383
dgrp385,true,11,0.05599520239920627
dgrp385,true,12,0.0014783263614814857
dgrp385,true,13,0.003450903539650607
dgrp385,true,14,0.022645011779925034
dgrp385,true,15,0.0698054273780098
dgrp385,true,16,0.028001227866803757
dgrp385,true,41,0.0002526686125012556
dgrp385,true,42,0.006890988922953534
dgrp385,true,43,0.013238639183439427
dgrp385,true,44,0.036235198903038335
dgrp385,true,45,0.011146549592169763
dgrp385,true,46,0.016375328231299613
dgrp385,true,47,0.0055636850206740585
dgrp385,true,48,0.01529837130587558
dgrp385,true,9,0.006486520080796865
dgrp386,false,17,0.06533577445517802
dgrp386,false,18,0.04048901971252769
dgrp386,false,19,0.015524538176995228
dgrp386,false,20,0.050898618388163036
dgrp386,false,21,0.024039845134202764
dgrp386,false,22,0.01930657840332614
dgrp386,false,23,0.00121193121348398
dgrp386,false,24,0.0393062100425603
dgrp386,false,49,0.03610283037159637
dgrp386,false,50,0.03334565607979023
dgrp386,false,51,0.0181527099306448
dgrp386,false,52,0.017949951296097055
dgrp386,false,53,0.020659087751586425
dgrp386,false,54,0.020191788702556335
dgrp386,false,55,0.03905071191786735
dgrp386,false,56,0.01901351527195616
dgrp386,false,25,0.01748825479767796
dgrp386,false,26,0.021552266465283215
dgrp386,false,27,0.0151725474139017
dgrp386,false,28,0.043101968673679686
dgrp386,false,29,0.014180328655660879
dgrp386,false,30,0.01769000372712967
dgrp386,false,31,0.025897784933495482
dgrp386,false,32,0.03811049133427272
dgrp386,false,57,0.0205126624323706
dgrp386,false,58,0.04159690329627597
dgrp386,false,59,0.032972019139371894
dgrp386,false,60,0.036254369514639395
dgrp386,false,61,0.003249713529258763
dgrp386,false,62,0.006557258075668315
dgrp386,false,63,0.03976909627434644
dgrp386,false,64,0.008597149528648707
dgrp386,true,1,0.023355474723448205
dgrp386,true,2,0.014550746250828306
dgrp386,true,3,0.015095858041705296
dgrp386,true,33,0.004950085441627783
dgrp386,true,34,0.022344600625147037
dgrp386,true,35,0.004114768726626722
dgrp386,true,36,0.022601946402008466
dgrp386,true,37,0.0475018107311177
dgrp386,true,38,0.03453205736925907
dgrp386,true,39,0.012909684383452968
dgrp386,true,4,0.03674119612275728
dgrp386,true,40,0.018703748412780635
dgrp386,true,5,0.040133240427711186
dgrp386,true,6,0.026164516221137663
dgrp386,true,7,0.0249291443791905
dgrp386,true,8,0.01461546622244203
dgrp386,true,10,0.0717037524213977
dgrp386,true,11,0.018790602604465523
dgrp386,true,12,0.1088055098982387
dgrp386,true,13,0.049349234819073384
dgrp386,true,14,0.03489126140298188
dgrp386,true,15,0.038957458715270565
dgrp386,true,16,0.039865868863711545
dgrp386,true,41,0.015970280362719025
dgrp386,true,42,0.035984291097369225
dgrp386,true,43,0.021312456579298228
dgrp386,true,44,0.04113126765404035
dgrp386,true,45,0.013538924405366443
dgrp386,true,46,0.011129282023944892
dgrp386,true,47,0.011108894819787607
dgrp386,true,48,0.045577698681246254
dgrp386,true,9,0.02217878345451596
dgrp390,false,17,0.006168871381391466
dgrp390,false,18,0.048553288588650406
dgrp390,false,19,0.005557936818453041
dgrp390,false,20,0.009481645580149412
dgrp390,false,21,0.02768333508689158
dgrp390,false,22,0.014520076850959768
dgrp390,false,23,0.016319491635543082
dgrp390,false,24,0.009016446132862455
dgrp390,false,49,0.03978332323479389
dgrp390,false,50,0.01988869588896902
dgrp390,false,51,0.09376871559043193
dgrp390,false,52,0.0028818112438528942
dgrp390,false,53,0.01043874570347228
dgrp390,false,54,0.05470496392786253
dgrp390,false,55,0.046142700082301175
dgrp390,false,56,0.005395701694988764
dgrp390,false,25,0.060399053927040564
dgrp390,false,26,0.030261804237018852
dgrp390,false,27,0.04502961680081741
dgrp390,false,28,0.028944600293653366
dgrp390,false,29,0.006454787372513121
dgrp390,false,30,0.05117877363047571
dgrp390,false,31,0.038340089615250955
dgrp390,false,32,0.0271433379307241
dgrp390,false,57,0.013167802322100769
dgrp390,false,58,0.019136766432936242
dgrp390,false,59,0.003010182936236727
dgrp390,false,60,0.00651811981066075
dgrp390,false,61,0.011148250017722822
dgrp390,false,63,0.006972147009372487
dgrp390,false,64,0.003357993643873791
dgrp390,true,1,0.009513290569857058
dgrp390,true,2,0.023603654304082622
dgrp390,true,3,0.012097977446391323
dgrp390,true,33,0.03113864319835613
dgrp390,true,34,0.08218680920485993
dgrp390,true,35,0.004999032063404851
dgrp390,true,36,0.0006863046400918948
dgrp390,true,37,0.03927076695409615
dgrp390,true,38,0.07112490838385302
dgrp390,true,39,0.011991853163228594
dgrp390,true,4,0.05488626992117379
dgrp390,true,40,0.11212794572102613
dgrp390,true,5,0.03070440048626541
dgrp390,true,6,0.007429398074616511
dgrp390,true,7,0.0883157383440355
dgrp390,true,8,0.10037664391604625
dgrp390,true,10,0.027974760381748343
dgrp390,true,11,0.06636626827352424
dgrp390,true,12,0.02397992451806852
dgrp390,true,13,0.15574459959629683
dgrp390,true,14,0.015387982518080684
dgrp390,true,15,0.08813852260870844
dgrp390,true,16,0.1634163070105843
dgrp390,true,41,0.08399558119576228
dgrp390,true,42,0.07176089287468954
dgrp390,true,43,0.008710310019212797
