genotype,shocked,trackid,new_learningscore
dgrp390,false,18,0.4655394062449908
dgrp390,false,19,-0.25170049287807644
dgrp390,false,20,-0.3269675104048809
dgrp390,false,21,-0.279156340583553
dgrp390,false,22,-0.5454130977279963
dgrp390,false,23,0.027159435111861367
dgrp390,false,24,0.17596867025400403
dgrp390,false,49,-0.46431781589630333
dgrp390,false,50,0.6653785724478578
dgrp390,false,51,-0.033425580214306264
dgrp390,false,52,-0.7006490497453707
dgrp390,false,53,0.3348627775050231
dgrp390,false,54,-0.07450058052431896
dgrp390,false,55,-0.42537300655626614
dgrp390,false,56,0.812035127246131
dgrp390,false,25,-0.2682754069787039
dgrp390,false,26,0.27345010404267983
dgrp390,false,27,-0.054780375766355985
dgrp390,false,28,-0.37145653768499187
dgrp390,false,29,-0.0650849857204005
dgrp390,false,30,0.2151854312971413
dgrp390,false,31,-0.16987802928524953
dgrp390,false,32,-0.594667830443514
dgrp390,false,57,0.27999259764689066
dgrp390,false,58,0.26129182364888276
dgrp390,false,59,0.6265775739353073
dgrp390,false,60,0.543512755619723
dgrp390,false,61,-0.12474055739967804
dgrp390,false,63,-0.12117651835356064
dgrp390,false,64,-0.719165230330512
dgrp390,true,1,0.20156843870568397
dgrp390,true,2,0.1911858315520097
dgrp390,true,3,0.03948567246190528
dgrp390,true,33,-0.31183404408664095
dgrp390,true,34,-0.1638116327102122
dgrp390,true,35,0.1843529603397081
dgrp390,true,36,0.5222329678670935
dgrp390,true,37,0.38599977955022746
dgrp390,true,38,0.2454916137271304
dgrp390,true,39,-0.11702083580580262
dgrp390,true,4,-0.4715503833262188
dgrp390,true,40,0.36288497716813006
dgrp390,true,5,-0.4931155333067695
dgrp390,true,6,0.5172065470681888
dgrp390,true,7,-0.02439924394007822
dgrp390,true,8,-0.06397624011896136
dgrp390,true,10,-0.0030487524064976156
dgrp390,true,11,0.13554159280980685
dgrp390,true,12,0.6170710323532036
dgrp390,true,13,0.044416633822165985
dgrp390,true,14,0.6402241613226958
dgrp390,true,15,-0.1973033114229618
dgrp390,true,16,0.35055215522878114
dgrp390,true,41,-0.07307942131683004
dgrp390,true,42,0.03636363636363636
dgrp390,true,43,0.13761935937279532
dgrp390,true,44,-0.5314933222282231
dgrp390,true,45,-0.5207551699433101
dgrp390,true,46,0.4685747075018736
dgrp390,true,47,-0.49696969696969695
dgrp390,true,48,-0.07279946374726354
dgrp390,true,9,0.3733945016338024
dgrp405,false,17,0.6617926015780625
dgrp405,false,18,-0.17899082192601923
dgrp405,false,19,0.05058555853683691
dgrp405,false,20,-0.29233621940361265
dgrp405,false,21,-0.07427851975241966
dgrp405,false,22,-0.05950172431047798
dgrp405,false,23,-0.09180152953836597
dgrp405,false,24,0.22277618164591872
dgrp405,false,49,-0.21669463205327832
dgrp405,false,50,0.13119677912234315
dgrp405,false,51,0.4952708391024283
dgrp405,false,52,-0.391476903298106
dgrp405,false,53,-0.45424023767760824
dgrp405,false,54,0.1341320654843982
dgrp405,false,55,-0.48725620553974536
dgrp405,false,56,0.20472968544329162
dgrp405,false,25,-0.07664500936066942
dgrp405,false,26,-0.7889211776337819
dgrp405,false,27,0.3681258714839093
dgrp405,false,28,-0.14482619237614575
dgrp405,false,29,0.12472431178602898
dgrp405,false,30,-0.7500562909982798
dgrp405,false,31,-0.0673026802784023
dgrp405,false,32,0.1521638462853887
dgrp405,false,57,-0.15212677801280372
dgrp405,false,58,-0.15029046685136754
dgrp405,false,59,0.41380781852382875
dgrp405,false,60,0.4545454545454546
dgrp405,false,61,0.28874817711544876
dgrp405,false,62,-0.5890767338705079
dgrp405,false,63,0.15006647838472478
dgrp405,false,64,0.2303736873886263
dgrp405,true,1,-0.6193152643361972
dgrp405,true,2,0.3952033784194547
dgrp405,true,3,-0.027871213552276397
dgrp405,true,33,0.07111590022187596
dgrp405,true,34,0.814129831945311
dgrp405,true,35,0.2076246538516539
dgrp405,true,36,-0.491825464389932
dgrp405,true,37,0.3254851103145866
dgrp405,true,38,0.7982521544644677
dgrp405,true,39,0.1131660259905918
dgrp405,true,4,-0.0068178372334159396
dgrp405,true,40,-0.17781009222195987
dgrp405,true,5,0.5222329678670935
dgrp405,true,6,0.6090960852869469
dgrp405,true,7,-0.17849286453305213
dgrp405,true,8,0.5792349731519773
dgrp405,true,10,0.25889131641280566
dgrp405,true,11,0.15310277856467508
dgrp405,true,12,0.32347936646819286
dgrp405,true,13,-0.2630418420646776
dgrp405,true,14,0.4216698762784252
dgrp405,true,15,-0.32372823770180975
dgrp405,true,16,0.3344784490080779
dgrp405,true,41,0.19109358467103676
dgrp405,true,42,0.21634891191910371
dgrp405,true,43,0.5786398389955483
dgrp405,true,44,-0.48856141479798754
dgrp405,true,45,0.31073003589147274
dgrp405,true,46,-0.26985322228569575
dgrp405,true,47,0.24296165149419735
dgrp405,true,48,0.18565435533500074
dgrp405,true,9,0.4503621219739837
dgrp437,false,17,-0.11001258756082548
dgrp437,false,18,-0.35394696826590544
dgrp437,false,19,0.2278391880770568
dgrp437,false,20,-0.013761293567716784
dgrp437,false,21,0.1836875024724693
dgrp437,false,22,0.5945758974181071
dgrp437,false,23,0.03980169039237419
dgrp437,false,24,-0.242599511498091
dgrp437,false,49,0.1006457281668105
dgrp437,false,50,-0.46833478805439244
dgrp437,false,51,-0.24562058984029672
dgrp437,false,52,-0.2910509683830333
dgrp437,false,53,-0.6212261500976026
dgrp437,false,54,0.5293167226138953
dgrp437,false,55,-0.0499413600544374
dgrp437,false,56,0.5875791907442227
dgrp437,false,25,-0.5136780795697813
dgrp437,false,26,-0.2727272727272727
dgrp437,false,27,-0.8267515394048879
dgrp437,false,28,0.6358470018876508
dgrp437,false,29,0.2181818181818182
dgrp437,false,30,0.7022611646276838
dgrp437,false,31,0.47061943850669896
dgrp437,false,32,-0.34141426189369173
dgrp437,false,57,0.4181818181818182
dgrp437,false,58,0.5959966830678604
dgrp437,false,59,-0.3159484830120922
dgrp437,false,60,-0.07281029492014836
dgrp437,false,61,0.23105713086932556
dgrp437,false,62,0.024565288325829493
dgrp437,false,63,-0.2564516034012792
dgrp437,false,64,0.036335962299344486
dgrp437,true,1,-0.7913323105453645
dgrp437,true,2,0.03751376042551601
dgrp437,true,3,-0.5132789623159023
dgrp437,true,33,-0.05172065470681888
dgrp437,true,34,-0.2179838191731628
dgrp437,true,35,0.5731233453029114
dgrp437,true,36,-0.015600465936269719
dgrp437,true,37,-0.4989107804346321
dgrp437,true,38,0.4020576910967918
dgrp437,true,39,-0.22165490624079126
dgrp437,true,4,-0.5950699762532359
dgrp437,true,40,-0.13016167737480788
dgrp437,true,5,-0.6841164147184506
dgrp437,true,6,0.6046213592647989
dgrp437,true,7,0.17337300089408322
dgrp437,true,8,-0.6296456123231573
dgrp437,true,10,0.43951158072371566
dgrp437,true,11,-0.8784264913836943
dgrp437,true,12,0.20031508031697234
dgrp437,true,13,0.6513061029379258
dgrp437,true,14,-0.7234547517035126
dgrp437,true,15,0.4513730713645965
dgrp437,true,16,0.8010423897549941
dgrp437,true,41,0.058094713391947314
dgrp437,true,42,0.48358739314163024
dgrp437,true,43,-0.07891761774192622
dgrp437,true,44,-0.06743093170367902
dgrp437,true,45,0.5682976706604058
dgrp437,true,46,0.33078491784663505
dgrp437,true,47,-0.08192938663593675
dgrp437,true,48,0.6939534228248754
dgrp437,true,9,0.14865089287059974
dgrp486,false,17,-0.4737613192911979
dgrp486,false,18,0.1488451934953209
dgrp486,false,19,-0.06165539253518437
dgrp486,false,20,-0.3586032735340944
dgrp486,false,21,-0.10947213886207402
dgrp486,false,22,-0.6664905512001471
dgrp486,false,23,-0.1700041958536085
dgrp486,false,24,0.07045990995909139
dgrp486,false,49,-0.041194799641902556
dgrp486,false,50,-0.1978746622530323
dgrp486,false,51,-0.4624121288944736
dgrp486,false,52,-0.5831104292524653
dgrp486,false,53,-0.38341445283985925
dgrp486,false,54,0.2499413600544374
dgrp486,false,55,-0.029246065528299336
dgrp486,false,25,0.2882097753677661
dgrp486,false,26,-0.20923576245051456
dgrp486,false,27,-0.5222329678670935
dgrp486,false,28,-0.02153721172331266
dgrp486,false,29,-0.6938261024643215
dgrp486,false,30,-0.2890300825805305
dgrp486,false,31,0.0785293179787033
dgrp486,false,32,0.9193567857249765
dgrp486,false,57,0.4632593774133957
dgrp486,false,58,-0.21343378361048043
dgrp486,false,59,0.10260670293247626
dgrp486,false,60,0.44555227328837665
dgrp486,false,61,-0.2860155095346769
dgrp486,false,62,0.5936239867590969
dgrp486,false,63,-0.11367924160597831
dgrp486,false,64,0.25832750548264216
dgrp486,true,1,-0.2413791144173524
dgrp486,true,2,-0.025054087478780893
dgrp486,true,3,-0.0780514797422504
dgrp486,true,33,-0.30075174790688464
dgrp486,true,34,0.6361557280021141
dgrp486,true,35,-0.44136283461029957
dgrp486,true,36,-0.072531565443988
dgrp486,true,37,-0.08740303129901061
dgrp486,true,38,-0.1229019735598054
dgrp486,true,39,-0.0418110041057452
dgrp486,true,4,-0.29048450757870375
dgrp486,true,40,-0.1252333687076468
dgrp486,true,5,-0.18906835556787988
dgrp486,true,6,0.28706182112532574
dgrp486,true,7,0.47672355254570953
dgrp486,true,8,0.11185001276022302
dgrp486,true,10,0.4289485063089389
dgrp486,true,11,0.23440635271074323
dgrp486,true,12,0.00693415964409032
dgrp486,true,13,0.41654680011923373
dgrp486,true,14,-0.06827887419989188
dgrp486,true,15,0.2170060194816837
dgrp486,true,16,0.06658195981887721
dgrp486,true,41,0.22085999522092464
dgrp486,true,42,-0.09710934522271461
dgrp486,true,43,0.6293674609665494
dgrp486,true,44,-0.0680344220825672
dgrp486,true,45,0.18463576764234224
dgrp486,true,46,0.5041877142994302
dgrp486,true,47,-0.12723266908075595
dgrp486,true,48,-0.5219720208001133
dgrp486,true,9,0.07219547971191619
dgrp584,false,17,0.2216116680069792
dgrp584,false,18,-0.32542860896514364
dgrp584,false,19,-0.01860467637944077
dgrp584,false,20,0.08938698901137833
dgrp584,false,21,0.11554817673969874
dgrp584,false,22,-0.11327250682295473
dgrp584,false,23,0.08740894543698499
dgrp584,false,24,-0.3050742983714711
dgrp584,false,49,-0.4461371723737451
dgrp584,false,50,0.1860946986180098
dgrp584,false,51,0.5610333935033665
dgrp584,false,52,-0.09379179892983726
dgrp584,false,53,-0.23851421946010792
dgrp584,false,54,0.11528988547297456
dgrp584,false,55,-0.13623449073027427
dgrp584,false,56,-0.3845902522248188
dgrp584,false,25,0.3480360124668842
dgrp584,false,26,0.21938279315776982
dgrp584,false,27,-0.4089495561626867
dgrp584,false,28,-0.10344924778935594
dgrp584,false,29,0.13984594911070675
dgrp584,false,30,-0.14008200827689476
dgrp584,false,31,0.20696877873893813
dgrp584,false,32,0.4005073578453511
dgrp584,false,57,-0.4038051768304756
dgrp584,false,58,-0.4345785965234365
dgrp584,false,59,0.2974585299154383
dgrp584,false,60,0.6585485990428495
dgrp584,false,61,-0.34863461351322367
dgrp584,false,62,0.4316157238813961
dgrp584,false,63,-0.6837828002651858
dgrp584,false,64,0.07247820614864582
dgrp584,true,1,-0.08938228369255709
dgrp584,true,2,-0.03639131042792824
dgrp584,true,3,-0.24905940670991566
dgrp584,true,33,-0.29371503331380694
dgrp584,true,34,0.7095989183616316
dgrp584,true,35,-0.18364445142903557
dgrp584,true,36,-0.10771624912013486
dgrp584,true,37,-0.07697916610626324
dgrp584,true,38,0.020878506758856386
dgrp584,true,39,-0.31333936512338056
dgrp584,true,4,-0.24794697299359542
dgrp584,true,40,-0.11072472959103574
dgrp584,true,5,0.29311828804597606
dgrp584,true,6,0.24667776869616698
dgrp584,true,7,-0.22191167583153706
dgrp584,true,8,0.00040052288935865654
dgrp584,true,10,0.8493629630030982
dgrp584,true,11,0.42823650235993677
dgrp584,true,12,-0.4505050693407299
dgrp584,true,13,-0.08238414241661884
dgrp584,true,14,0.6990115746300607
dgrp584,true,15,-0.407154120101863
dgrp584,true,16,-0.0768189024805098
dgrp584,true,41,0.30683547986077864
dgrp584,true,42,0.03705405012637064
dgrp584,true,43,0.6251811683035522
dgrp584,true,44,0.2915455943878041
dgrp584,true,45,0.10890384626392802
dgrp584,true,46,0.6592324853998381
dgrp584,true,47,0.1546195910906245
dgrp584,true,48,-0.13532998299167004
dgrp584,true,9,0.5141164548952273
dgrp26,false,17,0.2622539099916687
dgrp26,false,18,-0.10008523139350939
dgrp26,false,19,-0.5340035754893031
dgrp26,false,20,-0.6007465751236459
dgrp26,false,21,0.4058307221489643
dgrp26,false,22,0.46846447788703827
dgrp26,false,23,0.0729143355542538
dgrp26,false,24,-0.10785338786143558
dgrp26,false,49,0.35300600627260825
dgrp26,false,50,0.0141679929494683
dgrp26,false,51,-0.18412040978301594
dgrp26,false,52,0.0586094109477239
dgrp26,false,53,-0.2552312175882767
dgrp26,false,54,-0.17296045760041134
dgrp26,false,55,-0.3961713262572832
dgrp26,false,56,0.2763110570434133
dgrp26,false,25,0.12452432970750597
dgrp26,false,27,-0.2335717564120682
dgrp26,false,28,-0.035146007907187846
dgrp26,false,29,-0.28664629606885644
dgrp26,false,30,-0.6567773868633437
dgrp26,false,31,0.36334316636520625
dgrp26,false,32,0.7454545454545455
dgrp26,false,57,-0.502334049372384
dgrp26,false,58,0.2032785760320184
dgrp26,false,59,0.18437864240668198
dgrp26,false,60,-0.5587356618698305
dgrp26,false,61,0.33939393939393936
dgrp26,false,62,-0.3612333393966765
dgrp26,false,63,-0.2531832237814756
dgrp26,false,64,0.49753100021743046
dgrp26,true,1,0.03121120298136236
dgrp26,true,3,-0.21444370141896318
dgrp26,true,33,0.507815467055674
dgrp26,true,34,-0.40529614624762117
dgrp26,true,35,-0.5827202607664786
dgrp26,true,36,-0.09961902010582802
dgrp26,true,37,0.2062416656488859
dgrp26,true,38,-0.2975442551947642
dgrp26,true,39,0.1203067932703731
dgrp26,true,4,0.3726445215773319
dgrp26,true,5,0.34139437099945946
dgrp26,true,6,0.13284955134753895
dgrp26,true,7,-0.05837252994156315
dgrp26,true,10,0.08379695227836315
dgrp26,true,11,0.0673524297094888
dgrp26,true,12,0.3014556880343128
dgrp26,true,13,-0.2421623544664689
dgrp26,true,14,0.31475232979530826
dgrp26,true,15,-0.1606429593584498
dgrp26,true,16,0.7037481613941297
dgrp26,true,41,-0.2938935377559395
dgrp26,true,42,-0.22839688144720563
dgrp26,true,43,-0.1582985888911647
dgrp26,true,44,0.20789382176502055
dgrp26,true,45,0.23627984741182578
dgrp26,true,46,0.10903530668203162
dgrp26,true,47,0.07235881093159854
dgrp26,true,48,0.24641678512555126
dgrp26,true,9,-0.11536368297775289
dgrp385,false,17,0.06033373954029605
dgrp385,false,18,0.6301969675621435
dgrp385,false,19,0.15217337432464526
dgrp385,false,20,0.06358211582827884
dgrp385,false,22,0.05596986672623441
dgrp385,false,23,0.44810145648317673
dgrp385,false,24,0.29174312704225297
dgrp385,false,49,-0.1376282932941651
dgrp385,false,50,-0.6102812010161018
dgrp385,false,51,-0.22495076252069615
dgrp385,false,52,-0.8433360548976085
dgrp385,false,53,-0.023625355431092385
dgrp385,false,54,0.050231534392390156
dgrp385,false,55,-0.7071830977892828
dgrp385,false,56,0.10393847570863508
dgrp385,false,25,0.5350014547210591
dgrp385,false,26,-0.2150956558503081
dgrp385,false,27,-0.5277811777396266
dgrp385,false,28,0.3841440826244316
dgrp385,false,29,0.5555970689885459
dgrp385,false,30,0.7333333333333334
dgrp385,false,31,0.00402656934481066
dgrp385,false,32,0.02466870937715153
dgrp385,false,57,-0.2978275929627452
dgrp385,false,58,0.5126931427832442
dgrp385,false,59,-0.4622741819937864
dgrp385,false,60,-0.43414510588589506
dgrp385,false,61,0.37100966327533547
dgrp385,false,62,-0.3322676487500343
dgrp385,false,63,-0.26977076720174803
dgrp385,false,64,0.5745980157638737
dgrp385,true,1,0.011480884410102176
dgrp385,true,2,-1.3206794808176287e-5
dgrp385,true,3,-0.1106413891488586
dgrp385,true,33,0.16280300291844826
dgrp385,true,34,0.4686347639058318
dgrp385,true,35,-0.2601176642208349
dgrp385,true,36,-0.15052355388755104
dgrp385,true,37,0.658164221361099
dgrp385,true,38,0.21011053853870226
dgrp385,true,39,-0.1388841246700428
dgrp385,true,4,0.5881992022553729
dgrp385,true,40,-0.3758741681941451
dgrp385,true,5,0.08236477864579614
dgrp385,true,6,0.305998802824143
dgrp385,true,7,0.1243559228136493
dgrp385,true,8,-0.05073312129825275
dgrp385,true,10,-0.04820565096338423
dgrp385,true,11,-0.12508814063766943
dgrp385,true,12,0.6919990614769094
dgrp385,true,13,-0.22389695930347198
dgrp385,true,14,0.7356501003698946
dgrp385,true,15,-0.1570893942256068
dgrp385,true,16,-0.4356315662336021
dgrp385,true,41,-0.27090235494051934
dgrp385,true,42,0.5375219752726587
dgrp385,true,43,0.28687674323524537
dgrp385,true,44,-0.5037406040137946
dgrp385,true,45,-0.043035868921894614
dgrp385,true,46,0.6497770959191319
dgrp385,true,47,-0.10483839928251525
dgrp385,true,48,-0.34240766333362277
dgrp385,true,9,-0.08030619117887258
dgrp395,false,17,-0.16241873517991512
dgrp395,false,18,0.5714896969223612
dgrp395,false,19,-0.2610808646663205
dgrp395,false,20,-0.6767304172246676
dgrp395,false,21,-0.3837867210986048
dgrp395,false,22,-0.2266908654103797
dgrp395,false,23,0.3309703672856176
dgrp395,false,24,0.3457589601617561
dgrp395,false,49,-0.26149727715486065
dgrp395,false,50,-0.09160733217417909
dgrp395,false,51,0.10246911454935984
dgrp395,false,52,-0.15753365053063428
dgrp395,false,53,-0.2839310733555257
dgrp395,false,54,0.6279244194705662
dgrp395,false,55,-0.5579442193714318
dgrp395,false,56,-0.4533050250951053
dgrp395,false,25,-0.38023354141869303
dgrp395,false,26,0.5125455477736875
dgrp395,false,27,-0.3062635491987465
dgrp395,false,28,-0.3541747718196048
dgrp395,false,29,0.45805544135681675
dgrp395,false,30,0.2427873278820883
dgrp395,false,31,-0.19380202969007607
dgrp395,false,32,0.35797228013878823
dgrp395,false,57,-0.45842832784521215
dgrp395,false,58,0.05757575757575758
dgrp395,false,59,-0.015809294570039188
dgrp395,false,60,0.008832676467243061
dgrp395,false,61,-0.5996606480631222
dgrp395,false,62,0.6909090909090909
dgrp395,false,63,-0.17808680249248454
dgrp395,false,64,0.05385504078272027
dgrp395,true,1,0.3649427067016489
dgrp395,true,2,0.26767434629562503
dgrp395,true,3,0.5231951264049716
dgrp395,true,33,0.2335496832484569
dgrp395,true,34,0.5189992961076819
dgrp395,true,35,0.6865447760019516
dgrp395,true,36,-0.2389034931968936
dgrp395,true,37,-0.5230211785267198
dgrp395,true,38,0.4634271609126811
dgrp395,true,39,-0.1278045202880838
dgrp395,true,4,-0.047305274350428694
dgrp395,true,40,0.3634383646277083
dgrp395,true,5,0.3241968733756009
dgrp395,true,6,0.35089282232695496
dgrp395,true,7,0.6879023246196858
dgrp395,true,8,-0.049432950030718854
dgrp395,true,10,0.6054991787922956
dgrp395,true,11,0.5156638678938457
dgrp395,true,12,0.20707309841272165
dgrp395,true,13,0.24111756033099496
dgrp395,true,14,-0.7996716327990349
dgrp395,true,15,0.09431007666524374
dgrp395,true,16,-0.01838680601045181
dgrp395,true,41,0.4411119055089442
dgrp395,true,42,0.6350272678637923
dgrp395,true,43,0.4171717936829107
dgrp395,true,44,0.03243142311353436
dgrp395,true,45,0.0784259568882996
dgrp395,true,46,0.37640627052781295
dgrp395,true,47,-0.40669507407636546
dgrp395,true,48,-0.2271985907275573
dgrp395,true,9,0.5257473313391675
dgrp517,false,17,0.26422674367459037
dgrp517,false,18,-0.05802588531856595
dgrp517,false,19,-0.5995968494707314
dgrp517,false,20,-0.1671135410763231
dgrp517,false,21,-0.195632158533899
dgrp517,false,22,0.2538983112353905
dgrp517,false,23,0.5839508128125563
dgrp517,false,24,0.19053775295557057
dgrp517,false,49,-0.35378401323320297
dgrp517,false,50,-0.8705803218652346
dgrp517,false,51,-0.6121260540840701
dgrp517,false,52,-0.5731763382788175
dgrp517,false,53,-0.5036760463132522
dgrp517,false,54,0.4568077562443402
dgrp517,false,55,-0.2548234665898419
dgrp517,false,56,-0.1706792789204717
dgrp517,false,25,-0.7369747929766312
dgrp517,false,26,0.2303030303030303
dgrp517,false,27,-0.1893429846458946
dgrp517,false,28,0.03611226950820462
dgrp517,false,29,-0.4979198398437181
dgrp517,false,30,-0.4225836472977655
dgrp517,false,31,-0.19462515698221608
dgrp517,false,32,-0.5818181818181818
dgrp517,false,57,0.22139661497406707
dgrp517,false,58,0.40711705182927804
dgrp517,false,59,0.05123841087223273
dgrp517,false,60,0.1158960253730143
dgrp517,false,61,-0.06169102500255082
dgrp517,false,62,0.5674784392192285
dgrp517,false,63,-0.4582800547548722
dgrp517,false,64,0.4836035830970327
dgrp517,true,1,0.129346220300103
dgrp517,true,2,0.23983958840060648
dgrp517,true,3,-0.2701220775730768
dgrp517,true,33,-0.5122210952938313
dgrp517,true,34,0.3688670978575573
dgrp517,true,35,0.8522986957860481
dgrp517,true,36,-0.18235567177066403
dgrp517,true,37,0.24906600383497796
dgrp517,true,38,0.4522715759391295
dgrp517,true,39,-0.09255182724164657
dgrp517,true,4,0.40530534845883637
dgrp517,true,40,-0.6215176995186186
dgrp517,true,5,-0.3475703123206301
dgrp517,true,6,-0.39053508002191906
dgrp517,true,7,0.33837092074453234
dgrp517,true,8,-0.25427814811732413
dgrp517,true,10,0.29394695566316176
dgrp517,true,11,-0.23322004117246742
dgrp517,true,12,0.13703086527016603
dgrp517,true,13,0.866407117980605
dgrp517,true,14,-0.5431622174720259
dgrp517,true,15,-0.37657920619671353
dgrp517,true,16,-0.16329420414323148
dgrp517,true,41,-0.43027971890026573
dgrp517,true,42,0.04396393604709435
dgrp517,true,43,-0.0606060606060606
dgrp517,true,44,-0.19447311561902483
dgrp517,true,45,-0.06361791426016905
dgrp517,true,46,0.751421544465442
dgrp517,true,47,0.2566031456422463
dgrp517,true,48,-0.24848484848484848
dgrp517,true,9,-0.5923022324253805
dgrp551,false,17,0.12808268714022955
dgrp551,false,18,0.23367600438382674
dgrp551,false,19,-0.3276094403612932
dgrp551,false,20,0.6214288001995907
dgrp551,false,21,-0.14587349021359836
dgrp551,false,22,0.07491185936233058
dgrp551,false,23,-0.11149105148726744
dgrp551,false,24,-0.1552032339639786
dgrp551,false,49,-0.3585860995449593
dgrp551,false,50,-0.09160733217417909
dgrp551,false,51,0.7468659227334312
dgrp551,false,52,-0.3957616232856494
dgrp551,false,53,0.2222757072428343
dgrp551,false,54,0.25049450539674417
dgrp551,false,55,-0.015483603923017689
dgrp551,false,56,-0.7661014037632649
dgrp551,false,25,0.1539719329578401
dgrp551,false,26,-0.10613474260577602
dgrp551,false,27,0.17365397954189726
dgrp551,false,28,0.029966317214464383
dgrp551,false,29,-0.40159003675665056
dgrp551,false,30,0.48268530249932734
dgrp551,false,31,0.32284551564459046
dgrp551,false,32,-0.41127215798937544
dgrp551,false,57,0.3139087097598378
dgrp551,false,58,0.13636363636363635
dgrp551,false,59,0.3166080267211041
dgrp551,false,60,0.4192472385269897
dgrp551,false,61,-0.32888519713017395
dgrp551,false,62,-0.24598957736418844
dgrp551,false,63,0.12105533477920191
dgrp551,false,64,0.8146233205206983
dgrp551,true,1,0.819517976717354
dgrp551,true,2,-0.01721882189544781
dgrp551,true,3,-0.08237420590695653
dgrp551,true,33,-0.1817948704154172
dgrp551,true,34,-0.11825664331261061
dgrp551,true,35,-0.12271922215206878
dgrp551,true,36,0.1040388380761097
dgrp551,true,37,0.5347975301004401
dgrp551,true,38,-0.2679175782389742
dgrp551,true,39,0.4502783369402269
dgrp551,true,4,-0.23642028244406932
dgrp551,true,40,0.17145536027059177
dgrp551,true,5,0.014874774508596367
dgrp551,true,6,0.03639131042792824
dgrp551,true,7,-0.3179291759110785
dgrp551,true,8,-0.030823479069979284
dgrp551,true,10,0.5912839995003488
dgrp551,true,11,-0.21005468417811857
dgrp551,true,12,-0.7201835049014071
dgrp551,true,13,0.13143065216335723
dgrp551,true,14,-0.0029190982125480887
dgrp551,true,15,0.18908350673779975
dgrp551,true,16,-0.1799740635105982
dgrp551,true,41,0.13955075909159337
dgrp551,true,42,0.7043380885262103
dgrp551,true,43,-0.04606899776782304
dgrp551,true,44,-0.36531992907919325
dgrp551,true,45,-0.007444870980265972
dgrp551,true,46,0.2062252316345626
dgrp551,true,47,0.37451267400612365
dgrp551,true,48,-0.4490844532111725
dgrp551,true,9,-0.5587986693014609
dgrp559,false,17,-0.18212259652539248
dgrp559,false,18,0.22480361272336746
dgrp559,false,19,-0.03261090164671368
dgrp559,false,20,0.0328143775171436
dgrp559,false,21,-0.11896384839871693
dgrp559,false,22,-0.024380794563883635
dgrp559,false,23,0.08442219971375756
dgrp559,false,24,0.040554921769954955
dgrp559,false,49,-0.4902805058252575
dgrp559,false,50,-0.40782017404862825
dgrp559,false,51,-0.01247336071076944
dgrp559,false,52,0.10314677025199147
dgrp559,false,53,-0.18831234821936066
dgrp559,false,54,0.012121212121212123
dgrp559,false,55,0.555508812270476
dgrp559,false,56,-0.6975295395516664
dgrp559,false,25,-0.11495600759729045
dgrp559,false,26,-0.4303030303030303
dgrp559,false,27,-0.4666666666666667
dgrp559,false,28,-0.6269441990021163
dgrp559,false,29,0.09123237879298568
dgrp559,false,30,0.55439591905066
dgrp559,false,31,0.00700584701152307
dgrp559,false,32,0.5584521029450005
dgrp559,false,57,0.2
dgrp559,false,58,0.11237950338793631
dgrp559,false,59,-0.02693757146548495
dgrp559,false,60,0.22163645686459668
dgrp559,false,61,-0.2858678623445718
dgrp559,false,62,-0.4127392662237307
dgrp559,false,63,-0.07878787878787878
dgrp559,false,64,-0.0881001803931229
dgrp559,true,1,-0.22254657902518052
dgrp559,true,2,0.006060606060606058
dgrp559,true,3,-0.5269573200924302
dgrp559,true,33,-0.7764311763924805
dgrp559,true,34,-0.22764340999857707
dgrp559,true,35,0.593939393939394
dgrp559,true,36,-0.12121212121212122
dgrp559,true,37,0.2651253840793619
dgrp559,true,38,-0.6450805345673736
dgrp559,true,39,-0.31540058173014207
dgrp559,true,4,0.4757739022715468
dgrp559,true,40,0.3863008266798682
dgrp559,true,5,-0.08217947817184612
dgrp559,true,6,0.2876241427896996
dgrp559,true,7,-0.4340077174369885
dgrp559,true,8,-0.11132082898000656
dgrp559,true,10,0.02562668916208416
dgrp559,true,11,-0.06326737611247192
dgrp559,true,12,0.543199116224415
dgrp559,true,13,0.1799609241132269
dgrp559,true,14,0.13904179080438206
dgrp559,true,15,0.6950618856680706
dgrp559,true,16,-0.34883538663254565
dgrp559,true,41,-0.21284404343661922
dgrp559,true,42,0.23663115231845788
dgrp559,true,43,0.07004750784466683
dgrp559,true,44,-0.18181818181818182
dgrp559,true,45,0.7262070426894283
dgrp559,true,46,0.2373411741347598
dgrp559,true,47,-0.21302938479954417
dgrp559,true,48,-0.16655597040949915
dgrp559,true,9,-0.6325665493299899
dgrp732,false,17,0.2539171014670548
dgrp732,false,18,0.2550272085019946
dgrp732,false,19,-0.08681520184807481
dgrp732,false,20,-0.8559280363105087
dgrp732,false,21,0.4608646546683777
dgrp732,false,22,0.08157833992765222
dgrp732,false,23,0.10846008002298814
dgrp732,false,24,0.11539245892331752
dgrp732,false,49,0.11616261873943655
dgrp732,false,50,-0.5822995470036904
dgrp732,false,51,-0.7517422603826034
dgrp732,false,52,-0.4732942580773222
dgrp732,false,53,0.2757597763985737
dgrp732,false,54,-0.2553053541334467
dgrp732,false,55,0.23205558525586703
dgrp732,false,56,0.38566573222496897
dgrp732,false,25,-0.03701233113387353
dgrp732,false,26,0.06978921657794263
dgrp732,false,27,0.4824777433880164
dgrp732,false,28,-0.4009163734808411
dgrp732,false,29,-0.7492250482860217
dgrp732,false,30,0.12565195156783288
