"id","genotype","sex","exp_type","shock_color","shock_arm","treatment","replicates","ZT0","ZT","starting_arm","starting_color","frac_time_on_shocked","first_half_frac_time_on_shocked","second_half_frac_time_on_shocked","frac_14","frac_24","frac_34","frac_44","frac_time_on_shockArm","frac_time_on_neutral_left","frac_time_on_neutral_right","left_handedness","first_half_left_handedness","second_half_left_handedness","left_handedness_14","left_handedness_24","left_handedness_34","left_handedness_44","activity","first_half_activity","second_half_activity","activity_shock","activity_noShock","activity_shock_color","first_half_activity_shock_color","second_half_activity_shock_color","activity_noShock_color","first_half_activity_noShock_color","second_half_activity_noShock_color","activity_14","activity_24","activity_34","activity_44","activity_shock_color_14","activity_shock_color_24","activity_shock_color_34","activity_shock_color_44","activity_noShock_color_14","activity_noShock_color_24","activity_noShock_color_34","activity_noShock_color_44","total_choices","correct_choices","incorrect_choices","first_half_total_choices","first_half_correct_choices","first_half_incorrect_choices","total_choices_14","correct_choices_14","incorrect_choices_14","total_choices_24","correct_choices_24","incorrect_choices_24","total_choices_34","correct_choices_34","incorrect_choices_34","total_choices_44","correct_choices_44","incorrect_choices_44","analysis_time","bias_frac_time_on_shocked","bias_left_handedness","bias_activity","bias_activity_shock","bias_activity_noShock","bias_activity_shock_color","bias_activity_noShock_color","bias_total_choices","bias_correct_choices","bias_incorrect_choices","bias_analysis_time","post_frac_time_on_shocked","post_left_handedness","post_first_half_left_handedness","post_second_half_left_handedness","post_activity","post_activity_shock","post_activity_noShock","post_activity_shock_color","post_activity_noShock_color","post_total_choices","post_correct_choices","post_incorrect_choices","post_first_half_total_choices","post_first_half_correct_choices","post_first_half_incorrect_choices","post_analysis_time","group","group_sex","folder","experiment_date","second_half_total_choices","second_half_correct_choices","second_half_incorrect_choices","post_second_half_total_choices","post_second_half_correct_choices","post_second_half_incorrect_choices","experiment_by","head_scanned","abs_dev","abs_dev_sex","day"
"5","dnc1","female","operant_color","blue",NA,"shock","1","11:00:00","16:38:04","L","G",0.519458976649228,0.548091603053435,0.490532241555783,0.634419551934827,0.461616675139807,0.521672616012239,0.458932238193018,NA,NA,NA,-0.0285714285714286,0.111111111111111,-0.176470588235294,0,0.222222222222222,-0.375,0,1.47712923739265,1.49364318360947,1.46165509158537,1.29125110127601,1.71975925557772,1.08441724339759,1.08862858710262,1.07279378623556,1.28104238200694,1.28104238200694,NA,1.40693421492202,1.61014410212801,1.35707255932373,1.55949015147906,1.09725521479273,1.04950778398407,1.07279378623556,NA,1.30574944280077,1.28807260060624,NA,NA,93,43,50,49,24,25,26,10,16,23,14,9,22,7,15,22,12,10,1200,0.413828164717844,0.304347826086956,1.74592507506252,NA,1.74592507506252,1.46783303519147,1.90845432456868,32,16,16,300,0.408048904737646,0.0434782608695652,0,0.0909090909090909,1.88424502819644,NA,1.88424502819644,1.32404941613249,1.37007826544858,30,16,14,17,10,7,300,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",44,19,25,13,6,7,"goncalo",FALSE,0.159601462485288,0.156740457173219,NA
"6","dnc1","female","operant_color","blue",NA,"shock","1","11:00:00","16:38:04","L","G",0.371177370030581,0.348091603053435,0.394233222760908,0.326883910386965,0.369089984748348,0.389597144314125,0.399183256763655,NA,NA,NA,-0.444444444444444,-0.62962962962963,-0.307692307692308,-0.692307692307692,-0.538461538461538,-0.285714285714286,-0.333333333333333,1.15414240523443,1.14899419352898,1.14962767110605,1.08455953625467,1.14255548597495,0.957794469134423,0.982977729114493,0.611622739381343,0.963811220845501,0.964008540183236,0.963424228201962,1.08105228680623,1.22980337583055,1.20832886932946,1.06375694872371,0.976452343546702,1.02868459821189,0.611622739381343,NA,0.93282828841156,0.993598362975846,0.963424228201962,NA,74,47,27,37,25,12,18,12,6,19,13,6,18,9,9,19,13,6,1200,0.582613116420946,-0.111111111111111,0.712351479616612,NA,0.712351479616612,0.746461752151303,0.484125874425327,10,3,7,300,0.352012226184412,-0.428571428571428,-0.333333333333333,-0.5,1.30051494976476,NA,1.30051494976476,1.09208985294036,1.03133925006523,21,12,9,10,6,4,300,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",37,22,15,11,6,5,"goncalo",FALSE,0.0113198558666406,0.00845885055457202,NA
"7","dnc1","female","operant_color","blue",NA,"shock","1","11:00:00","16:38:04","L","B",0.446751592356688,0.559287531806616,0.33409844427442,0.456211812627291,0.661921708185053,0.293727689954105,0.374808771035186,NA,NA,NA,0.157894736842105,0,0.333333333333333,0.090909090909091,-0.111111111111111,0.428571428571428,0.272727272727273,1.18117177212394,1.16137253667533,1.2090399837383,1.15748111968707,1.13786012849651,1.04712825312529,1.03474041405313,1.116705782014,1.00955376392002,1.00617629217101,0.846620765471975,1.12443385259054,1.20852032117926,1.15876835317134,1.26881676318133,1.02755297418511,0.996631676957383,1.116705782014,NA,0.945416056176733,1.03705401419376,0.846620765471975,NA,65,27,38,35,12,23,24,10,14,11,2,9,16,9,7,14,6,8,1200,0.246059989832232,-0.5,1.44099366546958,NA,1.44099366546958,1.11363753558438,1.32410226515919,30,15,15,300,0.533876719307183,0,-0.142857142857143,0.2,1.27220574889875,NA,1.27220574889875,1.01511594254106,0.983679908105499,13,7,6,8,5,3,300,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",30,15,15,5,2,3,"goncalo",FALSE,0.0868940781927474,0.0840330728806788,NA
"8","dnc1","female","operant_color","blue",NA,"shock","1","11:00:00","16:38:04","M","B",0.425272610647851,0.461577608142494,0.38851526125194,0.419042769857434,0.504321301474326,0.344212136664967,0.434417628541448,NA,NA,NA,-0.389830508474576,-0.470588235294118,-0.28,-0.666666666666667,-0.25,-0.2,-0.4,1.22568033443877,1.34210647698359,1.10374425569631,1.26034408712518,1.17405551900037,1.01706641231762,1.0530125957867,0.731994575116957,1.01325801213738,1.06313356903466,0.586901865307456,1.40055063777043,1.27860213109137,1.24602291238457,0.934194762694908,1.05940252048874,1.03063901352264,0.731994575116957,NA,1.15800989156419,0.982915663819296,0.586901865307456,NA,95,52,43,49,22,27,26,13,13,23,9,14,25,16,9,21,14,7,1200,0.551987767584098,0,0.730867406297166,NA,0.730867406297166,0.520628185004061,0.879368544714812,12,8,4,300,0.497931747673216,0.111111111111111,0.5,-0.2,0.947636423860956,NA,0.947636423860956,0.742727168730105,0.805194916271267,16,9,7,9,3,6,300,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",46,30,16,7,6,1,"goncalo",FALSE,0.0654150964839108,0.0625540911718422,NA
"13","dnc1","female","operant_color","blue",NA,"shock","1","11:00:00","16:38:04","L","B",0.433414043583535,0.45470737913486,0.412200102092905,0.596741344195519,0.312658871377733,0.26925038245793,0.555158324821246,NA,NA,NA,0.791666666666667,0.739130434782609,0.84,0.777777777777778,0.714285714285714,0.833333333333333,0.846153846153846,1.11288340318667,1.09636462299433,1.12712440420474,1.07814356151811,1.09465483571415,0.937265581155956,0.942958639234815,0.90014678233433,0.946676245634817,0.919358678082533,1.15849420345599,1.04315671679367,1.14890729182928,1.06452586121453,1.17831601507525,0.912221260420845,0.963986770302426,0.90014678233433,NA,0.867514736736556,0.982264030689969,1.15849420345599,NA,65,36,29,30,17,13,14,7,7,16,10,6,17,12,5,18,7,11,1200,0.209964412811388,0.090909090909091,1.0128362900046,NA,1.0128362900046,1.01832136106392,0.843095619243526,18,12,6,300,0.558388577256502,0.454545454545454,0.6,0.333333333333333,1.15590491738065,NA,1.15590491738065,1.08708114650198,0.911899200544963,13,4,9,7,1,6,300,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",35,19,16,6,3,3,"goncalo",FALSE,0.0735565294195947,0.0706955241075261,NA
"14","dnc1","female","operant_color","blue",NA,"shock","1","11:00:00","16:38:04","X",NA,0.272484076433121,0.250127226463104,0.294822749298648,0.314663951120163,0.186070157600407,0.271290158082611,0.31820499745028,NA,NA,NA,-0.0666666666666667,0,-0.111111111111111,0,0,-0.333333333333333,-0.2,0.583901662415937,0.618613014073346,0.552643335028269,0.546919006046421,0.605226610713232,0.535361945495871,0.528268889299139,0.706618104578752,0.615748442164698,0.620388295847964,0.567042078707659,0.657916465589019,0.590771461838749,0.544446354933952,0.549771364976583,0.591166036462186,0.455512830082899,0.706618104578752,NA,0.666632015106722,0.617941857724883,0.567042078707659,NA,41,23,18,19,10,9,10,4,6,9,6,3,11,7,4,11,6,5,1200,0.290224032586558,0.5,0.623774859247992,NA,0.623774859247992,0.70179116117577,0.497020621760491,8,4,4,300,0.174643584521385,-0.333333333333333,0,-1,0.591289277596764,NA,0.591289277596764,0.576753644157451,0.622714166957995,10,5,5,6,4,2,300,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",22,13,9,4,1,3,"goncalo",FALSE,0.0873734377308195,0.090234443042888,NA
"15","dnc1","female","operant_color","blue",NA,"shock","1","11:00:00","16:38:04","R","B",0.43786078098472,0.308683853459973,0.567108392796466,0.429347826086957,0.188219363574814,0.68295994568907,0.451393609789259,NA,NA,NA,0.176470588235294,0.4,-0.333333333333333,0.2,0.6,0.333333333333333,-1,0.689726126693914,0.738529949373306,0.643807366645829,0.639017517722775,0.74757009275029,0.591798498630784,0.56123547635097,0.692351998016261,0.698088851456612,0.669272824079196,0.696433032385673,0.655786933607654,0.795829429247904,0.640885497386558,0.657584385525563,0.600994147002441,0.524243513697852,0.692351998016261,NA,0.766451416000958,0.514195377667609,0.687083802060935,0.833643405810986,27,13,14,17,10,7,7,3,4,10,7,3,6,2,4,4,1,3,900,0.26842907981698,0.666666666666667,0.613577048231637,NA,0.613577048231637,0.527678365668831,0.553506156810992,12,7,5,300,0.313494099538225,0.333333333333333,0.333333333333333,0.6,0.893527099349513,NA,0.893527099349513,0.803894206273308,0.794608386703274,15,9,6,7,4,3,300,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",10,3,7,8,5,3,"goncalo",FALSE,0.0780032668207794,0.0751422615087108,NA
"16","dnc1","female","operant_color","blue",NA,"shock","1","11:00:00","16:38:04","M","G",0.142201834862385,0.0768447837150127,0.20796121459556,0,0.153533299440773,0.27027027027027,0.145482388973966,NA,NA,NA,0.2,1,-0.142857142857143,1,1,0.2,-1,0.426602959339551,0.329663013749611,0.533412713048207,0.660852847476833,0.37191215967818,0.580697773308324,0.580697773308324,NA,0.340585178474833,0.294242800105108,0.419773280860765,0.294380237904122,0.338777879127116,0.5315498087664,0.522660744087688,0.580697773308324,NA,NA,NA,0.278876422732019,0.289800909582741,0.419678741243798,0.408753988457359,12,8,4,5,4,1,2,2,0,3,2,1,5,3,2,2,1,1,1200,0.612099644128114,-0.333333333333333,0.342626373812319,NA,0.342626373812319,0.127403106067246,0.448621047126745,5,3,2,300,0.623151453340133,-0.2,-0.333333333333333,0,0.654332411100774,NA,0.654332411100774,0.542715800035424,0.62819882909121,6,2,4,4,1,3,300,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",7,4,3,2,1,1,"goncalo",FALSE,0.217655679301555,0.220516684613624,NA
"21","dnc1","female","operant_color","blue",NA,"shock","1","11:00:00","16:38:04","L","G",0.36624203821656,0.40941475826972,0.323131854118847,0.663951120162933,0.15556685307575,0.323304436511984,0.322794492605813,NA,NA,NA,0.272727272727273,0.0909090909090909,0.454545454545454,-0.2,0.333333333333333,-0.2,1,0.589785792561476,0.609114260440584,0.564846253624772,0.589559424825453,0.575972317594259,0.519769258316029,0.533462030453363,0.49482475493374,0.534507512761007,0.530843563680904,0.577240947875031,0.552044376390281,0.666358295842793,0.577576873332594,0.544925884357326,0.4599004294099,0.643935764512792,0.49482475493374,NA,0.666222114918258,0.459434271330581,0.577240947875031,NA,36,17,19,23,10,13,12,5,7,11,5,6,5,3,2,8,4,4,1200,0.485510930350788,-1,0.428366241265812,NA,0.428366241265812,0.424102643212079,2.96293150382701,2,1,1,300,0.278655119714722,0.5,0.333333333333333,1,0.373870636949952,NA,0.373870636949952,0.409297771576869,0.3518607363305,8,5,3,4,2,2,300,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",13,7,6,4,3,1,"goncalo",FALSE,0.00638452405262002,0.00352351874055146,NA
"22","dnc1","female","operant_color","blue",NA,"shock","1","11:00:00","16:38:04","R","G",0.307388535031847,0.312468193384224,0.302218821729151,0.29837067209776,0.326893746822572,0.319734829168791,0.284548699643039,NA,NA,NA,-0.011764705882353,0,-0.0222222222222223,0.0526315789473685,-0.0476190476190476,-0.0434782608695653,0,1.75627183404478,1.66501053859168,1.84560432524682,1.75264376785475,1.62119368009389,1.37761227223966,1.37761227223966,NA,1.33001808438321,1.33623562207641,1.31228282301856,1.63304100864,1.70950934225339,1.88180812442635,1.85741873852261,1.37758181114683,1.33296355603795,NA,NA,1.38505683884185,1.31661966805472,1.31228282301856,NA,126,74,52,62,36,26,34,20,14,28,16,12,33,20,13,31,18,13,1200,0.4489069649212,-0.176470588235294,1.51073637509735,NA,1.51073637509735,1.29187177558765,1.14110295068018,29,13,16,300,0.50382068262863,-0.181818181818182,-0.4,0,1.96426098042253,NA,1.96426098042253,1.40931564169865,1.446945146304,35,18,17,18,8,10,300,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",64,38,26,17,10,7,"goncalo",FALSE,0.0524689791320933,0.0553299844441619,NA
"23","dnc1","female","operant_color","blue",NA,"shock","1","11:00:00","16:38:04","R","G",0.380382165605096,0.230025445292621,0.530986993114002,0.276476578411405,0.183528215556685,0.588475267720551,0.473737888832228,NA,NA,NA,-0.92,-1,-0.846153846153846,-1,-1,-0.714285714285714,-1,0.659988866307414,0.602507196205058,0.711058676300145,0.730574471858362,0.567486825569634,0.681114203220695,0.682371272007755,0.677938912372839,0.445124105764522,0.443376414450223,0.671292136751717,0.45159695553317,0.732374669365413,0.729766487258802,0.662539618213235,0.698763016376756,0.654211230444121,0.677938912372839,NA,0.248846680998417,0.667636325899753,0.671292136751717,NA,43,18,25,17,11,6,6,3,3,11,8,3,10,2,8,16,5,11,1200,0.457627118644068,-1,0.378759807648625,NA,0.378759807648625,0.276684396704428,0.401696276928315,3,1,2,180,0.402954661232807,0.2,0,0.428571428571428,1.41262976837541,NA,1.41262976837541,1.19581918527247,1.15264999939003,21,13,8,11,8,3,300,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",26,7,19,10,5,5,"goncalo",FALSE,0.0205246514411551,0.0176636461290865,NA
"24","dnc1","female","operant_color","blue",NA,"shock","1","11:00:00","16:38:04","L","G",0.942165605095541,0.884478371501272,1,0.768839103869654,1,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,0.125327547505103,0.250655095010199,0,0.0791262628570115,0.900431119617843,0.0516836993055323,0.103535749423136,0,0.928058289102539,0.928058289102539,NA,0.501310190020401,0,0,0,0.221501568452286,0,0,0,0.928058289102539,NA,NA,NA,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,0.460599898322318,0.125,1.28902162004145,NA,1.28902162004145,0.727348472541548,1.20119735575236,18,12,6,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",NA,NA,NA,NA,NA,NA,"goncalo",FALSE,0.582308090931601,0.579447085619532,NA
"29","dnc1","female","operant_color","blue",NA,"shock","1","11:00:00","16:38:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",NA,NA,NA,NA,NA,NA,"goncalo",FALSE,NA,NA,NA
"30","dnc1","female","operant_color","blue",NA,"shock","1","11:00:00","16:38:04","L","G",0.250159459114683,0.192111959287532,0.30843989769821,0.171079429735234,0.213014743263854,0.130035696073432,0.487692307692308,NA,NA,NA,-0.365853658536585,-0.294117647058823,-0.416666666666667,0,-0.555555555555556,-0.333333333333333,-0.571428571428571,1.05394851716476,0.882485596738227,1.21286551180131,1.20935571999564,0.958902897839858,1.06040597957773,1.06040597957773,NA,0.816401327110644,0.72940189316074,1.03853407647608,0.933721153961377,0.824560716866886,0.973356089753168,1.46870506737234,0.918317647967724,1.16047799160197,NA,NA,0.691064669175204,0.704436829496281,1.03853407647608,NA,63,36,27,34,20,14,23,13,10,11,7,4,10,7,3,19,9,10,1200,0.746314184036604,0.0666666666666667,1.23292018938471,NA,1.23292018938471,0.993265443817135,1.12753990502833,29,10,19,300,0.40927624872579,0.1,-0.4,0.555555555555556,1.70337447063948,NA,1.70337447063948,1.26124814176921,1.27214771795024,26,13,13,15,6,9,300,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",29,16,13,11,7,4,"goncalo",FALSE,0.109698055049257,0.112559060361326,NA
"31","dnc1","female","operant_color","blue",NA,"shock","1","11:00:00","16:38:04","R","G",0.393570696721311,0.474300254452926,0.311678267594741,0.380346232179226,0.567869852567361,0.272310045894952,0.351745700885878,NA,NA,NA,0.0344827586206896,0.125,-0.076923076923077,0,0.5,-0.142857142857143,0,0.741856152014219,0.756986110209252,0.720900499058419,0.725863298311231,0.731017870409687,0.682340746903836,0.67392953576635,0.820220641647777,0.684685267301083,0.684782385371998,0.703515838077799,1.10060500790422,0.421957644832419,0.748847442328927,0.673551469691598,0.651321861718169,0.699597292039051,0.820220641647777,NA,0.767611182433953,0.626656974551222,0.703515838077799,NA,45,26,19,22,14,8,17,11,6,5,3,2,11,5,6,12,7,5,1200,0.474326385358414,-0.076923076923077,1.23225821525951,NA,1.23225821525951,1.07054473456596,1.20463168164889,23,12,11,300,0.0852475752935171,0,1,-0.6,0.845221263143982,NA,0.845221263143982,0.90776530916763,0.855629884012886,10,9,1,5,4,1,300,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",23,12,11,5,5,0,"goncalo",FALSE,0.033713182557371,0.0308521772453024,NA
"32","dnc1","female","operant_color","blue",NA,"shock","1","11:00:00","16:38:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",NA,NA,NA,NA,NA,NA,"goncalo",FALSE,NA,NA,NA
"37","dnc1","female","operant_color","blue",NA,"shock","2","11:00:00","16:38:04","R","G",0.486751592356688,0.61704834605598,0.356286661565927,0.263238289205703,0.970513472292832,0.42835288118307,0.284038755736869,NA,NA,NA,-0.428571428571429,-0.636363636363636,-0.2,-0.5,-1,0.333333333333333,-0.428571428571428,0.59123468904131,0.596725684023224,0.579188143297903,0.50123956313991,0.670125069182773,0.471554696586068,0.438468726626175,0.655247612585825,0.552917544137397,0.552917544137397,NA,0.718104692785004,0.4583304072583,0.438173668441826,0.73266903869281,0.531283369691623,0.327855602221357,0.655247612585825,NA,0.526284012529371,0.548207995032622,NA,NA,25,15,10,14,8,6,11,8,3,3,0,3,2,2,0,9,5,4,1200,0.211518858307849,-0.714285714285714,0.895490380078216,NA,0.895490380078216,1.02136810453942,0.688188597171272,11,7,4,300,0.291900152827305,-0.75,-1,-0.333333333333333,0.836844384232735,NA,0.836844384232735,0.730548439753704,0.654411703567048,11,7,4,8,4,4,300,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",11,7,4,3,3,0,"goncalo",FALSE,0.126894078192747,0.124033072880679,NA
"38","dnc1","female","operant_color","blue",NA,"shock","2","11:00:00","16:38:04","M","B",0.4778715784088,0.555979643765903,0.39907431216251,0.642566191446029,0.469242501270971,0.311065782763896,0.488854328667703,NA,NA,NA,0.4,0.666666666666667,0,1,0,0.333333333333333,-0.2,0.793180254095867,0.938192191165235,0.647402300165329,0.791454728718271,0.788820631455236,0.767180435984009,0.776143077632214,0.697347027709578,0.715160596340916,0.735903468476857,0.211980208887133,0.921090919741925,0.940462162132632,0.642239437926686,0.639603029066938,0.855227929390205,0.675133574365573,0.697347027709578,NA,0.978265185698529,0.547893098952587,0.211980208887133,NA,34,12,22,22,8,14,13,4,9,9,4,5,7,2,5,5,2,3,1200,0.337061514997458,0.333333333333333,1.2602655281926,NA,1.2602655281926,1.12847763135461,1.11175370689713,16,11,5,300,0.557310239429445,0.333333333333333,1,0,0.529701761619257,NA,0.529701761619257,0.60252145293345,0.405791859782132,4,1,3,2,1,1,300,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",12,4,8,2,0,2,"goncalo",FALSE,0.11801406424486,0.115153058932791,NA
"39","dnc1","female","operant_color","blue",NA,"shock","2","11:00:00","16:38:04","X",NA,0.237061769616027,0.083969465648855,0.392949714878175,0.137983706720978,0.0299949161159126,0.0933197348291688,0.702845100105374,NA,NA,NA,-0.111111111111111,0,-0.2,0,NA,0,-0.333333333333333,0.401593202661819,0.319235123013301,0.500545055103265,0.480636592617494,0.343148752881432,0.601449829077815,0.647697942713366,0.575794500434953,0.590497376704938,0.683339927724922,0.606760140288766,0.46702175570523,0.171884144071762,0.402480972172276,0.596056424833858,0.960279566334224,0.030299679443842,0.70784034063548,0.472826090792486,0.850683880026985,0,0.589950620217874,0.961019096667299,16,8,8,7,3,4,6,3,3,1,0,1,5,3,2,4,2,2,1200,0.0518556176919166,1,0.231062765055414,NA,0.231062765055414,0.840579454216863,NA,8,1,7,300,0.429882712901581,-0.25,0,-0.333333333333333,0.862686002554206,NA,0.862686002554206,0.622096452115356,0.832560628240489,12,6,6,5,2,3,300,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",9,5,4,7,4,3,"goncalo",FALSE,0.122795744547914,0.125656749859982,NA
"40","dnc1","female","operant_color","blue",NA,"shock","2","11:00:00","16:38:04","R","G",0.479479989803722,0.509923664122137,0.449068164411539,0.389002036659878,0.630910015251652,0.342682304946456,0.555442003065917,NA,NA,NA,-0.173913043478261,-0.25,-0.133333333333333,-0.25,-0.25,-0.285714285714286,0.0666666666666667,1.14067840529579,0.921039001402331,1.36217525073185,0.994235834755263,1.31441629284627,0.847047651720174,0.77433607811026,1.06026206195699,1.06034127732249,1.04393763467555,1.2915488531926,0.951963959704385,0.852292690150605,1.23908428684636,1.50181335795867,0.636039978335592,0.93976534580091,1.06026206195699,NA,0.932670785064737,1.15118609358491,1.2915488531926,NA,71,35,36,27,14,13,13,9,4,14,5,9,20,12,8,24,9,15,1200,0.486570247933884,-0.333333333333333,0.935466744018992,NA,0.935466744018992,0.764235429326905,0.777340267442147,17,10,7,300,0.603158430973,-0.111111111111111,-0.5,0.2,1.47025967867937,NA,1.47025967867937,1.19546699376278,1.14389903122379,26,9,17,10,4,6,300,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",44,21,23,16,5,11,"goncalo",FALSE,0.119622475639781,0.116761470327713,NA
"45","dnc1","female","operant_color","blue",NA,"shock","2","11:00:00","16:38:04","X",NA,0.462675159235669,0.578880407124682,0.346085182351441,0.390529531568228,0.766649720386375,0.280469148393677,0.41203467618562,NA,NA,NA,0.294117647058823,0.272727272727273,0.2,0.6,0.2,1,0,0.513224619788514,0.583213614160873,0.435045961695526,0.459683331363432,0.669627409617324,0.573267793317216,0.51157562951578,0.674990541657462,0.566377922247224,0.550252861837676,0.677804852424252,0.616506078695659,0.555709067332245,0.276974629443994,0.584326996469735,0.590151670999172,0.345775111402789,0.577329560454814,0.99813503176506,0.523602370334358,0.661681984332751,0.677804852424252,NA,22,7,15,13,4,9,7,3,4,6,1,5,3,1,2,6,2,4,1200,0,0.333333333333333,0.608443362002202,NA,0.608443362002202,NA,0.506898817564925,11,9,2,300,0.439633214467652,0.333333333333333,0.142857142857143,0.6,1.09080287576846,NA,1.09080287576846,0.991477914353523,0.897150233321968,13,6,7,7,4,3,300,"r5","dnc_color_blue_r5_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_color/20231130/csv/dnc_color_blue_r5_shock/female","20231130",9,3,6,6,2,4,"goncalo",FALSE,0.102817645071728,0.0999566397596597,NA
