"id","genotype","sex","exp_type","shock_color","shock_arm","treatment","replicates","ZT0","ZT","starting_arm","starting_color","frac_time_on_shocked","first_half_frac_time_on_shocked","second_half_frac_time_on_shocked","frac_14","frac_24","frac_34","frac_44","frac_time_on_shockArm","frac_time_on_neutral_left","frac_time_on_neutral_right","left_handedness","first_half_left_handedness","second_half_left_handedness","left_handedness_14","left_handedness_24","left_handedness_34","left_handedness_44","activity","first_half_activity","second_half_activity","activity_shock","activity_noShock","activity_shock_color","first_half_activity_shock_color","second_half_activity_shock_color","activity_noShock_color","first_half_activity_noShock_color","second_half_activity_noShock_color","activity_14","activity_24","activity_34","activity_44","activity_shock_color_14","activity_shock_color_24","activity_shock_color_34","activity_shock_color_44","activity_noShock_color_14","activity_noShock_color_24","activity_noShock_color_34","activity_noShock_color_44","total_choices","correct_choices","incorrect_choices","first_half_total_choices","first_half_correct_choices","first_half_incorrect_choices","total_choices_14","correct_choices_14","incorrect_choices_14","total_choices_24","correct_choices_24","incorrect_choices_24","total_choices_34","correct_choices_34","incorrect_choices_34","total_choices_44","correct_choices_44","incorrect_choices_44","analysis_time","bias_frac_time_on_shocked","bias_left_handedness","bias_activity","bias_activity_shock","bias_activity_noShock","bias_activity_shock_color","bias_activity_noShock_color","bias_total_choices","bias_correct_choices","bias_incorrect_choices","bias_analysis_time","post_frac_time_on_shocked","post_left_handedness","post_first_half_left_handedness","post_second_half_left_handedness","post_activity","post_activity_shock","post_activity_noShock","post_activity_shock_color","post_activity_noShock_color","post_total_choices","post_correct_choices","post_incorrect_choices","post_first_half_total_choices","post_first_half_correct_choices","post_first_half_incorrect_choices","post_analysis_time","group","group_sex","folder","experiment_date","second_half_total_choices","second_half_correct_choices","second_half_incorrect_choices","post_second_half_total_choices","post_second_half_correct_choices","post_second_half_incorrect_choices","experiment_by","head_scanned","abs_dev","abs_dev_sex","day"
"16","dgrp362","female","operant_place","blue","L","shock","2","11:00:00","16:43:51","R","G",0.0339781328847771,0.0292436974789916,0.0387075058902726,0,0.058507061197041,0.0774410774410774,0,0.0339781328847771,0.67636669470143,0.225399495374264,-0.076923076923077,-0.333333333333333,0.5,-0.333333333333333,-0.6,0.5,NA,0.661140280459389,0.792735974343992,0.524970825403765,0.428126511409449,0.672499721071424,1.39178379173619,1.39178379173619,NA,0.506940025476394,0.657932805156011,0.378904796776614,0.717145755556172,0.868632226406256,0.766204946516308,0.271036008024949,1.39178379173619,NA,NA,NA,0.636762880975495,0.679392728297905,0.507414394949881,0.279008604099597,20,15,5,10,9,1,3,3,0,7,6,1,NA,NA,NA,NA,NA,NA,900,0.408443540183113,-0.142857142857143,0.722366967146007,NA,0.722366967146007,0.746797536764993,0.51407238692675,16,11,5,300,0.588805166846071,0.333333333333333,1,-1,0.474886703929289,NA,0.474886703929289,0.272927851051521,0.513278957292515,6,5,1,4,3,1,300,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",10,6,4,2,2,0,"goncalo",FALSE,0.200921349368292,0.233200389515936,NA
"21","dgrp362","female","operant_place","blue","R","shock","2","11:00:00","16:43:51","L","G",0,0,0,0,0,0,0,0,0.610765349032801,0.336585365853659,0.333333333333333,1,0,1,NA,-1,1,0.463236525635388,0.505433314851578,0.426755453088405,NA,0.463236525635388,NA,NA,NA,0.414440114705433,0.454654895576656,0.387802456042459,0.713023288971518,0.297002895492287,0.42365871569672,0.440428800808808,NA,NA,NA,NA,0.632714017640799,0.285111644567755,0.375916408761183,0.403998544370394,6,6,0,4,4,0,4,4,0,0,0,0,1,1,0,1,1,0,900,0.523930753564155,0,0.828161620836092,NA,0.828161620836092,0.704858727151441,0.707107651163386,8,6,2,300,0.239207719654647,-0.6,0,-1,0.636215180185364,NA,0.636215180185364,0.563825946222586,0.584292271162196,8,6,2,5,4,1,300,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",2,2,0,3,2,1,"goncalo",FALSE,0.23489948225307,0.267178522400713,NA
"22","dgrp362","female","operant_place","blue","L","shock","2","11:00:00","16:43:51","R","G",0.264069811559378,0.341069626639758,0.186612576064909,0.394763343403827,0.287013643254169,0.165993945509586,0.207335710646969,0.264069811559378,0.242949285443278,0.262425698747945,-0.375,-0.5,-0.25,0,-0.666666666666667,0,-0.333333333333333,0.608740874218473,0.597677845590503,0.624787136034709,0.67454142838238,0.578388209530659,0.737894431832491,0.737894431832491,NA,0.58606632750144,0.64294456436277,0.495115202986965,0.400204160653488,0.794996379068565,0.665583155977708,0.591548212662936,0.653975519031503,0.83758392095354,NA,NA,0.649574179399051,0.585138532266766,0.495115202986965,NA,21,15,6,12,9,3,5,4,1,7,5,2,4,3,1,5,3,2,1200,0.278371501272265,0,0.488691588569124,NA,0.488691588569124,0.326363442294369,0.437161836160677,6,5,1,300,0.133434804667681,-0.142857142857143,-0.5,0.333333333333333,0.727097036604798,NA,0.727097036604798,0.840640574151045,0.607530022136483,8,6,2,5,3,2,300,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",9,6,3,3,3,0,"goncalo",FALSE,0.0291703293063083,0.00310871084133568,NA
"23","dgrp362","female","operant_place","blue","M","shock","2","11:00:00","16:43:51","L","G",0.426287744227353,0.403128153380424,0.449604490941567,0.185800604229607,0.621526023244063,0,0.909184726522188,0.426287744227353,0.10454199441766,0.447348388733824,-0.6,-0.428571428571428,-1,-0.333333333333333,-1,NA,-1,0.346611365736479,0.469479806932676,0.210703701869345,0.285394312147931,0.391340779166861,0.266757399878519,0.266757399878519,NA,0.292200958650443,0.267128436089009,0.464218414236456,0.704454385881249,0.26864415490134,0.0916833491056834,0.331625291492011,0.32769021643126,0.172164749215665,NA,NA,0.50355612217161,0.0495394409279932,0.464218414236456,NA,15,8,7,11,6,5,10,5,5,1,1,0,0,0,0,4,2,2,1200,0.00104166666666667,0,0.615251197364675,NA,0.615251197364675,NA,0.518750651538143,16,8,8,300,0.0136916835699797,1,NA,1,0.25525624399924,NA,0.25525624399924,2.16918292554772,0.194595887556096,2,1,1,1,1,0,300,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",4,2,2,1,0,1,"goncalo",FALSE,0.191388261974284,0.15910922182664,NA
"24","dgrp362","female","operant_place","blue","R","shock","2","11:00:00","16:43:51","L","G",0.0413932357395255,0.024217961654894,0.0585710679121434,0,0.0485093481556342,0,0.117171717171717,0.0413932357395255,0.485991923271075,0.459237758707723,0.076923076923077,0.25,-0.5,0.142857142857143,1,NA,-0.5,0.53001779358733,0.563103536459066,0.474047483218061,0.889819285606178,0.502989062140837,1.0236535967494,1.0236535967494,NA,0.427442087082296,0.461300209046521,0.407428539265449,0.690534260387089,0.432786576722971,0.512607992211466,0.458419754214556,1.0236535967494,NA,NA,NA,0.566328848681912,0.388347433441329,0.488201674133997,0.284189000296181,15,13,2,9,8,1,8,8,0,1,0,1,2,2,0,4,3,1,1200,0.0432569974554707,0.2,0.628074589578832,NA,0.628074589578832,0.607938986916799,0.496207890402408,6,5,1,300,0.0739968733715477,1,NA,1,0.266191934586249,NA,0.266191934586249,0.596085480778756,0.188946852871903,2,1,1,1,1,0,300,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",6,5,1,1,0,1,"goncalo",FALSE,0.193506246513544,0.225785286661188,NA
"29","dgrp362","female","operant_place","blue","M","shock","2","11:00:00","16:43:51","M","B",0.266947014297729,0.105210084033613,0.428811847862673,0.128274009402283,0.082044384667115,0.788552188552189,0.0699394754539341,0.266947014297729,0.346509671993272,0.352901597981497,0.111111111111111,0.333333333333333,-0.333333333333333,0.333333333333333,0,-1,1,0.461674611143581,0.626335851087611,0.307686389997554,0.263913217490915,0.55021235546093,0.290112951625965,0.290112951625965,NA,0.310149860313907,0.475054063549597,0.123627083749772,0.793631344050046,0.458363048437069,0.374784222508249,0.224783271627473,0.304615939019851,0.214490231643561,NA,NA,0.542307348079779,0.412584485450433,0.144823886652808,0.101368749926811,12,6,6,8,4,4,4,2,2,4,2,2,3,1,2,1,1,0,900,0.306361323155216,0.166666666666667,1.18393400575847,NA,1.18393400575847,0.66731150684892,1.07956549841789,20,10,10,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",4,2,2,NA,NA,NA,"goncalo",FALSE,0.0320475320446597,0.000231508102984279,NA
"30","dgrp362","female","operant_place","blue","R","shock","2","11:00:00","16:43:51","L","G",0.165761898750158,0.331231079717457,0,0.389728096676737,0.272359777665488,0,0,0.165761898750158,0.821865926019442,0.00542860749905315,0.6,0.6,NA,1,0,NA,NA,0.234040571452033,0.367845126871307,0.106320163297055,0.389018232661399,0.186255665774866,0.435818240947437,0.435818240947437,NA,0.143127625518536,0.17267980158542,0.10536726119203,0.325432061980199,0.422514045383566,0.112860647410751,0.0854884476597334,0.435818240947437,NA,NA,NA,0.225739736399698,0.120597039697453,0.0992743467624567,0.170025704359866,11,8,3,NA,NA,NA,7,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,0.00152516522623284,-0.333333333333333,0.56873244896675,NA,0.56873244896675,NA,0.478804021019093,7,6,1,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",NA,NA,NA,NA,NA,NA,"goncalo",FALSE,0.0691375835029117,0.101416623650556,NA
"31","dgrp362","female","operant_place","blue","L","shock","2","11:00:00","16:43:51","X",NA,0.254807692307692,0.334006054490414,0.175336209083989,0.203423967774421,0.464881253158161,0.348637739656912,0,0.254807692307692,0.107413967611336,0.544913967611336,0.111111111111111,0.25,-1,0.2,0.333333333333333,-1,NA,0.388275553500576,0.590209767953663,0.214592924582784,0.452778211421191,0.357061372056712,0.483450538153765,0.483450538153765,NA,0.288470753796549,0.444607010836608,0.033962244891289,0.769578947102085,0.430150822888914,0.393560488782141,0.0311630927961368,0.456543882722827,0.540724728170933,NA,NA,0.567021999796461,0.305730125543967,0.033962244891289,NA,20,16,4,18,14,4,12,10,2,6,4,2,NA,NA,NA,NA,NA,NA,1200,0.483477376715811,1,0.658588945063909,NA,0.658588945063909,0.519899572271402,0.797565437570388,9,7,2,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",2,2,0,NA,NA,NA,"goncalo",FALSE,0.0199082100546228,0.0123708300930211,NA
"32","dgrp362","female","operant_place","blue","M","shock","2","11:00:00","16:43:51","R","G",0.255578353423955,0.257568113017154,0.253455019556714,0.21852970795569,0.296614451743305,0.0761856710393542,0.442826321467098,0.255578353423955,0.618107206976148,0.0773275198768915,-0.0909090909090909,0,-0.2,0,0,0,-0.333333333333333,0.559808896818514,0.585197639088716,0.530979473429851,0.658908062042571,0.511633520947608,0.551578486877409,0.551578486877409,NA,0.47800042295224,0.485158435334597,0.450120237888681,0.626059761010227,0.552757485612093,0.472750318084413,0.588386114437033,0.611241780162894,0.285710856598868,NA,NA,0.509060753626303,0.4142241132503,0.450120237888681,NA,16,8,8,9,5,4,5,3,2,4,2,2,2,1,1,5,2,3,1200,0.222222222222222,-0.666666666666667,0.598968944146063,NA,0.598968944146063,0.389400531910683,0.483322712370697,8,5,3,300,0.588597842835131,-0.428571428571429,0,-1,0.752021813705701,NA,0.752021813705701,0.527263335980117,0.819038704547814,9,4,5,5,2,3,300,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",7,3,4,4,2,2,"goncalo",FALSE,0.0206788711708853,0.0116001689767586,NA
"37","dgrp362","female","operant_place","blue","L","shock","3","11:00:00","16:43:51","M","G",0.157476340694006,0.0744197780020182,0.240535083291267,0.148539778449144,0,0,0.481070166582534,0.157476340694006,0.000126182965299685,0.808454258675079,-0.333333333333333,-1,1,-1,NA,NA,1,0.317034351022009,0.381754384016833,0.257207534244131,0.762230995333005,0.21253143738384,0.810471344133461,0.810471344133461,NA,0.206218423984228,0.296951720063805,0.062111778049242,0.554234150069245,0.191945292182914,0.0229048652014591,0.485725519884585,0.810471344133461,NA,NA,NA,0.384875685929149,0.210794652802108,0,0.30329536282255,6,4,2,4,3,1,4,3,1,0,0,0,0,0,0,2,1,1,1200,0.451448906964921,0,0.612157362069375,NA,0.612157362069375,0.640160938089959,0.436029261631711,6,4,2,300,0.976178408514952,-1,-1,NA,0.151868675158932,NA,0.151868675158932,0.0588905409566247,0,2,1,1,NA,NA,NA,300,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",2,1,1,NA,NA,NA,"goncalo",FALSE,0.0774231415590632,0.109702181706707,NA
"38","dgrp362","female","operant_place","blue","M","shock","3","11:00:00","16:43:51","R","G",0.0873296314992428,0,0.174703357737945,0,0,0.198789101917255,0.15050505050505,0.0873296314992428,0.686648157496214,0.187531549722362,-0.666666666666667,NA,-0.666666666666667,NA,NA,-0.5,-1,0.378438106078185,0.0966175004564932,0.662961198099889,0.858601136291259,0.309656506174086,0.729119352893478,0.729119352893478,NA,0.299476789525825,0.0966175004564932,0.578065953181332,0.193235000912987,0,0.685533224741686,0.626145367323497,0.729119352893478,NA,NA,NA,0.193235000912987,0,0.534361703489524,0.676830136479647,10,5,5,1,1,0,1,1,0,0,0,0,6,3,3,3,1,2,1200,0,-0.333333333333333,0.633829971384304,NA,0.633829971384304,NA,0.529726690813357,7,4,3,300,0.142639593908629,-0.5,1,-1,0.780025681891821,NA,0.780025681891821,0.5322400168195,0.73798492676667,7,4,3,3,2,1,300,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",9,4,5,4,2,2,"goncalo",FALSE,0.147569850753827,0.179848890901471,NA
"39","dgrp362","female","operant_place","blue","R","shock","3","11:00:00","16:43:51","L","G",0.0255502150265621,0.0158930373360242,0.0352523459294953,0,0.0318342597271349,0.0393541876892028,0.0310907237512742,0.0255502150265621,0.693776878320263,0.254616746774602,0.2,0,0.5,0,0,1,-1,0.453107167132782,0.401829772673731,0.504233805829978,1.94358871627224,0.4140164380923,1.48598186729119,1.48598186729119,NA,0.356010187393402,0.312735052373749,0.392606578474626,0.340314823990733,0.46990685347998,0.44567495170551,0.575700937911097,1.48598186729119,NA,NA,NA,0.314796047904908,0.318532736315939,0.315901614310237,0.467423205219192,15,12,3,8,7,1,3,3,0,5,4,1,4,3,1,3,2,1,1200,0.270971021860702,1,0.474196129838756,NA,0.474196129838756,0.47111959280004,0.344041793971658,5,4,1,300,0.0742268041237113,-0.142857142857143,0.333333333333333,-0.5,0.80982174405202,NA,0.80982174405202,1.10509676199566,0.530297271492343,10,8,2,5,4,1,300,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",7,5,2,5,4,1,"goncalo",FALSE,0.209349267226507,0.241628307374151,NA
"40","dgrp362","female","operant_place","blue","L","shock","3","11:00:00","16:43:51","M","G",0.148443432042521,0.290110998990918,0.00583904544300584,0.418429003021148,0.161697827185447,0,0.0117466802860061,0.148443432042521,0.402682865097444,0.171981776765376,0.111111111111111,0,0.2,-0.333333333333333,1,1,-0.333333333333333,0.261169487180395,0.307679649807229,0.225790747574339,0.333472813632712,0.23312715966973,0.33453435615128,0.33453435615128,NA,0.207850573502503,0.18648832051783,0.290556173826924,0.342494348322941,0.271193809385838,0.225426001516748,0.220945543083611,0.334217948071229,NA,NA,NA,0.287635698087345,0.111495031327979,0.230574875462562,0.617048316036285,12,9,3,5,3,2,4,2,2,1,1,0,1,1,0,6,5,1,1200,0.493896236012208,0,0.529296070259478,NA,0.529296070259478,0.526389914541843,0.40646161976734,7,5,2,300,0.175813008130081,1,1,NA,0.507923674848809,NA,0.507923674848809,0.213246332357162,0.38799276015389,8,5,3,NA,NA,NA,300,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",7,6,1,NA,NA,NA,"goncalo",FALSE,0.0864560502105486,0.118735090358193,NA
"45","dgrp362","female","operant_place","blue","R","shock","3","11:00:00","16:43:51","R","B",0.0507989907485282,0.101512605042017,0,0.202820685023506,0,0,0,0.0507989907485282,0,0.946341463414634,-1,-1,NA,-1,NA,NA,NA,0.133748579905448,0.171311303374008,0.088637815018098,0.867621685519006,0.0927618049336546,0.815062195414934,0.815062195414934,NA,0.0782359027443203,0.0708402184989013,0.0956538828338093,0.301092569091801,0.0410046074306384,0.151644243217816,0.029246507216185,0.815062195414934,NA,NA,NA,0.100013796481967,0.0419028638193424,0.15105654706341,0.0284400099058831,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,0.0412633723892002,0,0.567743751379345,NA,0.567743751379345,0.294578175104343,0.444005694686104,5,3,2,300,0.0010136847440446,-1,-1,NA,0.171284269973469,NA,0.171284269973469,NA,0.0860321094332622,2,1,1,NA,NA,NA,300,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",NA,NA,NA,NA,NA,NA,"goncalo",FALSE,0.184100491504541,0.216379531652185,NA
"46","dgrp362","female","operant_place","blue","L","shock","3","11:00:00","16:43:51","M","G",0.0686291000841043,0.0941176470588235,0.0430831369909122,0.0147750167897918,0.174176193678547,0,0.086079354404842,0.0686291000841043,0.563162321278385,0.257695542472666,0,0.142857142857143,-0.2,-0.333333333333333,0.5,0,0,0.612851046941668,0.601377835550286,0.57873261638995,1.27495173742927,0.531257550163915,1.20805763422612,1.20805763422612,NA,0.396331300587532,0.413090235170758,0.414661066505265,0.580268708369171,0.622572424784766,0.504990244001001,0.694426859154428,1.20805763422612,NA,NA,NA,0.467579673637219,0.351824907983079,0.480510874625167,0.356871985688972,21,14,7,12,8,4,4,3,1,8,5,3,2,2,0,7,4,3,900,0.352191641182467,0.2,0.800546605796544,NA,0.800546605796544,0.602318140680461,0.771000183037376,6,3,3,300,0,-0.333333333333333,-1,0,0.539580864757163,NA,0.539580864757163,NA,0.429382176971421,5,5,0,3,3,0,300,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",9,6,3,2,2,0,"goncalo",FALSE,0.166270382168965,0.198549422316609,NA
"47","dgrp362","female","operant_place","blue","M","shock","3","11:00:00","16:43:51","R","G",0.00134566862910008,0.0026890756302521,0,0,0.00537995965030262,0,0,0.00134566862910008,0.748696383515559,0.20605550883095,1,1,NA,1,1,NA,NA,0.234033742667037,0.297529876706077,0.176883314977979,0,0.245437929280049,NA,NA,NA,0.196366539201943,0.227394308333098,0.170537608627998,0.362798763324946,0.231996743582679,0.157030351819664,0.184555951594598,NA,NA,NA,NA,0.309510856065921,0.131393320162358,0.157209701323859,0.19871885606147,5,3,2,5,3,2,3,2,1,2,1,1,0,0,0,0,0,0,900,0.11642094560244,-0.333333333333333,0.418796355311075,NA,0.418796355311075,0.552542687182208,0.309192078145718,5,3,2,300,0.314024390243902,-1,-1,-1,0.44553886818042,NA,0.44553886818042,0.385310192208179,0.420909717873656,4,2,2,3,2,1,300,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",0,0,0,1,0,1,"goncalo",FALSE,0.233553813623969,0.265832853771613,NA
"48","dgrp362","female","operant_place","blue","R","shock","3","11:00:00","16:43:51","R","B",0.0323232323232323,0.0216952573158426,0.0429618397776093,0.0433031218529708,0,0,0.0860323886639676,0.0323232323232323,0.310479797979798,0.584343434343434,0.25,1,0,1,NA,-1,0.2,0.324318624288445,0.23572952448719,0.419297610126782,1.32377853996781,0.283339492728647,0.745036582762299,0.745036582762299,NA,0.2094806288576,0.12927546413336,0.285150019068462,0.230177193620114,0.225381419589917,0.290816262047975,0.575352017124547,0.745036582762299,NA,NA,NA,0.132157029364026,0.111962054407905,0.227821812255554,0.339453554457166,11,9,2,3,2,1,3,2,1,0,0,0,1,1,0,7,6,1,1200,0.108286731062532,-1,0.544114497629442,NA,0.544114497629442,0.485444998230976,0.449336327503159,5,3,2,300,0,0,-1,1,0.397584354678845,NA,0.397584354678845,NA,0.369375007839851,3,3,0,2,2,0,300,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",8,7,1,1,1,0,"goncalo",FALSE,0.202576249929837,0.234855290077481,NA
"53","dgrp362","female","operant_place","blue","M","shock","3","11:00:00","16:43:51","R","G",0.0121135646687697,0.024217961654894,0,0.0483383685800604,0,0,0,0.0121135646687697,0.625867507886435,0.261577287066246,-1,-1,NA,-1,-1,NA,NA,0.146910574731397,0.215787439097761,0.0694261980490429,0.236436818935699,0.117312410085626,1.66952390776582,1.66952390776582,NA,0.103583490009547,0.137723171297088,0.0662105055036679,0.341343345756685,0.0964276451864515,0.108772894137215,0.0431511888326583,1.66952390776582,NA,NA,NA,0.181448975593647,0.0763338398069165,0.0995352388811662,0.0453499755247684,6,3,3,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,0.0905391658189217,-1,0.536595278321061,NA,0.536595278321061,0.631674940785295,0.431616156946082,6,3,3,300,0.0359858084135834,1,1,NA,0.113782803034341,NA,0.113782803034341,0,0.0732266265356415,2,1,1,NA,NA,NA,300,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",NA,NA,NA,NA,NA,NA,"goncalo",FALSE,0.2227859175843,0.255064957731944,NA
"54","dgrp362","female","operant_place","blue","R","shock","3","11:00:00","16:43:51","R","B",0.0813131313131313,0.100908173562059,0.0619155926206722,0.026686807653575,0.175341081354219,0.123612512613522,0,0.0813131313131313,0.768813131313131,0.0982323232323232,-0.111111111111111,-0.428571428571428,1,-0.5,-0.333333333333333,1,1,0.328726023465567,0.448787890584984,0.202714940478056,0.870386249012292,0.257042787948158,0.82095386122491,0.82095386122491,NA,0.217441809831318,0.304010222017253,0.111453441118489,0.45440971909581,0.449732605064084,0.224633368609275,0.162618658855366,0.82095386122491,NA,NA,NA,0.30366691996348,0.284325774294349,0.0734393845347155,0.187063370754886,18,14,4,15,11,4,9,7,2,6,4,2,2,2,0,1,1,0,1200,0.231995884773663,-0.333333333333333,0.40848570297053,NA,0.40848570297053,0.474934153537183,0.178980309350477,6,3,3,300,0.755578619615983,0.333333333333333,0,1,0.417028304062353,NA,0.417028304062353,0.270543629246333,0.442047920757744,7,4,3,5,2,3,300,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",3,3,0,2,2,0,"goncalo",FALSE,0.153586350939938,0.185865391087582,NA
"55","dgrp362","female","operant_place","blue","L","shock",NA,"11:00:00","16:43:51","R","G",0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,0,NA,0.00190548780487805,NA,0.00190548780487805,NA,0.00190548780487805,0,0,0,300,0,NA,NA,NA,0,NA,0,NA,0,1,1,0,NA,NA,NA,300,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",NA,NA,NA,NA,NA,NA,"goncalo",FALSE,0.23489948225307,0.267178522400713,NA
"56","dgrp362","female","operant_place","blue","M","shock",NA,"11:00:00","16:43:51","R","G",0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0.000189393939393943,0.000378787878787884,0,NA,0.000189393939393943,NA,NA,NA,0.000189393939393943,0.000378787878787884,0,0.000757575757575754,0,0,0,NA,NA,NA,NA,0.000757575757575754,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.0341289835018876,NA,0.0341289835018876,NA,0,1,0,1,NA,NA,NA,300,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",NA,NA,NA,NA,NA,NA,"goncalo",FALSE,0.23489948225307,0.267178522400713,NA
"61","dgrp362","female","operant_place","blue","L","shock","3","11:00:00","16:43:51","R","G",0.00588730025231287,0.0117647058823529,0,0,0.023537323470074,0,0,0.00588730025231287,0.845079899074853,0.136248948696384,0.6,0.5,1,-1,1,NA,1,0.19306347585081,0.297664940707995,0.089117443820368,0,0.194240692166973,1.20673951663988,1.20673951663988,NA,0.122640403677904,0.183216940582171,0.069942063529074,0.194339554323079,0.401408648495279,0.0551130637349286,0.119430871988685,1.20673951663988,NA,NA,NA,0.194339554323079,0.171378278746356,0.0559381277309811,0.074905774631113,7,6,1,6,5,1,2,2,0,4,3,1,0,0,0,1,1,0,900,0,-0.333333333333333,0.331299240866182,NA,0.331299240866182,NA,0.311622776737997,4,4,0,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"r2","dgrp362_place_blue_r2_shock_female","/Users/riddha/Documents/Current_Work/Experiments/repeated_measures/operant_place/20231107/csv/dgrp362_place_blue_r2_shock/female","20231107",1,1,0,NA,NA,NA,"goncalo",FALSE,0.229012182000757,0.261291222148401,NA
