DGRP	en_s	en_ns	LSM	kl	hell	jsd	centered_kl	centered_hell	centered_jsd
DGRP_551	-0.86701090967906	-1.14517226590559	-0.050461595	1.22267746974981	0.0562072656118915	0.210184290723463	0.937624531216492	0.0481514809605138	0.187616086546837
DGRP_559	-0.732177128315686	-0.847159118457433	-0.056014387	0.388741890410309	0.0356606084832517	0.1693723830522	0.224891388851879	0.0328360185063495	0.149178715805368
DGRP_563	-0.908487328474878	-1.20290163485846	0.075005454	0.85295597426275	0.142523005082225	0.359538351212997	0.235914323222853	0.0667701449975878	0.179483563936977
DGRP_584	-1.00754647249066	-1.23997404582362	0.016452727	0.348375903516581	0.0543417436898983	0.221237240153317	0.0634706871707509	0.0424147210523732	0.118862594841569
DGRP_059	-0.932202882409572	-0.548724139296598	0.123065174	0.633237556225056	0.168196911996755	0.385530267897804	0.0365051342278088	0.037426229220575	0.169903272479702
DGRP_595	-0.983287027844954	-1.06999775398319	0.050462657	0.348352283647821	0.0791673195180671	0.277454739771645	0.195870986338315	0.0309058400325644	0.140649147160402
DGRP_627	-0.619857095726479	-1.02338736742883	0.020274112	0.522862859346437	0.0877848459403107	0.284243511682264	0.325517205222773	0.0856107165331248	0.206661688170437
DGRP_705	-0.752252185372858	-0.640435351211807	0.080070238	0.590750729496084	0.133959545725584	0.355759954725975	0.742817370196834	0.0745440774794691	0.172074172323634
DGRP_712	-0.765340510195207	-1.11985458306226	0.064295304	1.25321849864069	0.146323185275932	0.354471428970352	0.543150565966971	0.0844983187782993	0.235208413560106
DGRP_716	-0.752384706053722	-1.62248889110942	0.014697028	4.35504410922611	0.210923461585451	0.41100773300691	1.31183690207708	0.212737520642439	0.277214413355824
DGRP_721	-0.668742070881716	-0.910305042352203	-0.001370847	0.127501395201994	0.0259220789852382	0.158180324930395	0.0597265370638993	0.0265187784758147	0.111595115868792
DGRP_732	-0.625524517897369	-0.720590487448196	0.039600244	0.204499296939418	0.0417988098842914	0.200079530727323	0.109524098367881	0.0146565614265475	0.111439104467523
DGRP_737	-0.722375470734526	-1.13725756697203	0.025543416	0.694128060905234	0.0955500495933659	0.294037707693667	0.556795767716256	0.066893948990354	0.160886275171309
DGRP_738	-0.96416716921665	-1.11344004019614	0.030326265	0.312452224608416	0.0598771504346726	0.237524479124198	0.117876483055982	0.0127923200627872	0.104487304265092
DGRP_075	-0.659378994274233	-0.590534816380033	0.099395614	0.416367373973053	0.100638641108358	0.302065769108254	-0.00909483001533206	0.0167725676806981	0.0712538048587312
DGRP_765	-0.746424827689851	-0.827436020231611	-0.000244219	0.188933338000427	0.0257776572856709	0.151660082616588	0.223702630861191	0.021397131453003	0.110604791526199
DGRP_776	-1.06939687315885	-1.15180780137383	0.017479549	0.115022781399058	0.0257699629156831	0.159088523226487	0.0392936456647166	0.0104896184334293	0.0766184592807644
DGRP_786	-0.874813711792638	-0.957982239149814	0.053541453	0.39459119557975	0.0736130886519238	0.262421533959059	0.15327708007556	0.0174457250242951	0.111064203740989
DGRP_787	-0.79198213906212	-1.08230453329149	0.045560406	0.778832950528836	0.0989581005543662	0.291173977319044	0.0564158668010591	0.0737351763829011	0.13538976975413
DGRP_790	-0.591763474135772	-1.03237684785058	-0.00575033	0.877585766791687	0.0880564346364445	0.276361281983377	1.41629657305788	0.0910026435114331	0.247281176705639
DGRP_801	-0.874693964076902	-0.937040779272519	0.15052741	3.92052470663791	0.408314676621032	0.578470248309604	2.13102983944632	0.0953371077798874	0.254894774488273
DGRP_802	-0.521521164025971	-0.727551054855724	0.048588009	0.526259516428022	0.116032866015688	0.333594909373344	0.561760764821318	0.0612471808414473	0.20768021060156
DGRP_804	-0.788768953569887	-1.24712005863191	0.062465342	1.96629683273499	0.163636315689082	0.363468839887256	-0.00358858001604114	0.13664252431688	0.115343270266715
DGRP_805	-0.697357041255024	-0.954140757248837	0.046584443	0.700363259527075	0.110868448105262	0.319512490670077	0.926340394648488	0.0425468209641275	0.179365228299576
DGRP_808	-0.741084180137325	-0.746176720799879	0.122677553	1.29377700368289	0.182971585811505	0.395410695434353	-0.0094697748363667	0.0218227518890131	0.0826630851705988
DGRP_818	-0.496290847804135	-0.530784354003282	0.075279947	0.200495672363662	0.0452070254334285	0.210026756209285	0.0173385750611686	0.0157839423803063	0.096187679816419
DGRP_820	-0.68371734996976	-0.98763319193242	-0.04815104	0.269376100978462	0.0596177787575435	0.240697446732463	0.17971045941022	0.0571577247918619	0.184399000806823
DGRP_821	-0.632377416899266	-1.1256958939225	0.114992103	4.1992067297921	0.296523057717577	0.49111932453599	2.66461902854529	0.132887146309032	0.286236098516116
DGRP_822	-0.678497010000918	-0.795608439853909	0.070315908	0.46159250853563	0.0852795285990653	0.28241133146124	0.261530976187431	0.0357522763902718	0.142427800507563
DGRP_850	-0.864185908608143	-1.26351715523795	0.001339293	0.457916588287867	0.0520550471170463	0.213393626783358	0.259007037767866	0.0459591933058341	0.137983116048209
DGRP_853	-0.51094739452225	-1.44697142350547	-0.018479432	3.69539942201793	0.175749094222264	0.381481993393392	2.4477709412514	0.190997558067513	0.243298682921228
DGRP_855	-0.62448670909306	-1.02268569784548	0.057841328	1.45217483556244	0.153747398157928	0.360706830797083	0.90484109608729	0.0867640265715475	0.169041473170651
DGRP_859	-0.714638404764128	-1.36497153601525	0.10376244	4.67537073184035	0.27705808133045	0.47413688761693	2.21862349233913	0.139053342650698	0.292723049379825
DGRP_861	-0.781460343805296	-0.968458209128507	0.082399112	0.579348300766982	0.0990124378649382	0.305230661444592	0.680093988161271	0.0454579119648498	0.169764299037911
DGRP_879	-0.756442994400035	-0.920323615032181	0.139737338	2.24396829092057	0.273512942157529	0.481072471668723	0.989865143058002	0.0568318988682343	0.204853287523837
DGRP_884	-0.836980387992179	-1.4431830245505	0.025530581	1.53483286071895	0.152559935886268	0.358668224297665	1.31715855459572	0.118765054026417	0.238755941386184
DGRP_892	-0.779547814909807	-1.14456631073865	0.026054766	0.581408937617386	0.0892361309952228	0.285119380292304	0.500202561774676	0.0562298770809556	0.189441003815246
DGRP_897	-0.601947971111203	-1.07398817686727	0.086865786	1.03998527013605	0.19422436397289	0.424945293589915	1.96009026435745	0.115743573632872	0.263826742517999
DGRP_091	-0.362134560162082	-0.611548385855057	-0.074537348	0.311548332353282	0.0460275707042634	0.203398440309292	0.40534172398463	0.0504931013099222	0.202325867515417
DGRP_911	-0.491763327592174	-0.964752226943942	-0.014551758	0.888210512766299	0.0915936384882476	0.284380588799409	1.07526138935502	0.0810140163703398	0.217627712120308
DGRP_913	-0.697798842452229	-0.913361053290322	0.066518564	0.91326394532457	0.114599329069387	0.314031684063233	0.10810223850826	0.0275947720427988	0.120867704847089
DGRP_093	-0.962986132074543	-1.1071723918914	0.07360682	0.915832928220762	0.139141406831077	0.353467571246246	0.0265891419438131	0.0135148037463454	0.0504493525287693
