DGRP	en_s	en_ns	LSM	kl	hell	jsd	centered_kl	centered_hell	centered_jsd
DGRP_627	0.539906119718529	0.565022390118168	0.020274112	0.0435871554050482	0.0111531020887674	0.105353491645383	0.0536307120087131	0.0200855105754416	0.117693178198484
DGRP_705	0.527378612492793	0.404546361418956	0.080070238	0.211292296421958	0.0389330400158693	0.190748198567942	0.284860885951027	0.0613662841707656	0.215033317893592
DGRP_712	0.454694108803962	0.382453270192509	0.064295304	0.273875814358812	0.0624887816038371	0.24666682513872	0.0243032712699017	0.0229349273437776	0.110054533872935
DGRP_716	0.332918741609292	0.229543233765115	0.014697028	0.161122775995007	0.0327781655188522	0.176907019661976	0.0865562315445164	0.0160617179771735	0.113981763048828
DGRP_721	0.32159718982289	0.423856227057434	-0.001370847	0.0167899713324943	0.00468745031293283	0.0677944457906595	0.039458502778509	0.010321968075976	0.0974563839389592
DGRP_732	0.204049175884924	0.444140064646224	0.039600244	0.147254312077871	0.0411393515917697	0.197130292373259	0.16776375519616	0.0488045166876175	0.185785995620475
DGRP_737	0.319842793736669	0.250489196516938	0.025543416	0.121195936075463	0.0290081802554379	0.166397947020977	0.103534060785028	0.0292649893977697	0.149728585104717
DGRP_738	0.279764589798344	0.46464727754611	0.030326265	0.0916208313313983	0.0278006882722928	0.161924118496555	0.0880032691790648	0.0266428458254594	0.155423892310098
DGRP_075	0.384125566090217	0.291103840290978	0.099395614	0.07878257956131	0.0186584048323674	0.135554464864708	0.144906821642237	0.0236376548861498	0.139007100344811
DGRP_765	0.385433031659045	0.411209410281665	-0.000244219	0.052899011281372	0.0126417750539758	0.11202543008413	0.0602210401654316	0.0172111264734386	0.126902139398629
DGRP_776	0.564143137449386	0.433565600746141	0.017479549	0.129929136354723	0.023866831506473	0.14964836819916	0.0845876558179504	0.023413302129617	0.134706418096893
DGRP_786	0.403296065693317	0.430442546973179	0.053541453	0.0435603389400216	0.0108755320101275	0.103717005923773	0.0338581874233943	0.00859366174555509	0.0798317910403052
DGRP_787	0.38653692079595	0.345008427898711	0.045560406	0.0721233618536116	0.014705089802119	0.118418838410719	0.0715172233392407	0.0144882594237978	0.112147838071439
DGRP_790	0.530824326739954	0.22305491223869	-0.00575033	0.705370152672146	0.0934854378153657	0.287563597732201	0.25911462831302	0.0618534792539799	0.225448454330202
DGRP_801	0.31723965493376	0.543327541283392	0.15052741	0.104270447452093	0.0287355735839172	0.167870382747512	0.10930954453843	0.0317194649808497	0.161748740110803
DGRP_802	0.478970354816315	0.268301079323577	0.048588009	0.398719008304116	0.0565223955289226	0.223177471778201	0.14816921762266	0.0290378721380502	0.158895373739053
DGRP_804	0.541354410450337	0.367261605866004	0.062465342	0.151414340389705	0.0342529598002524	0.183537086066567	0.10328565388924	0.0301969925549455	0.147354402331862
DGRP_805	0.441393466777659	0.302879205861025	0.046584443	0.309346660989612	0.069099282832388	0.258644742765329	0.246582186413819	0.0505851667930257	0.186432089588316
DGRP_808	0.382782598523248	0.375119656039642	0.122677553	0.117906149605193	0.0293564885551516	0.170255581904842	0.0271586300753004	0.00683990753948605	0.0756385072309876
DGRP_818	0.385126355147955	0.506845117840164	0.075279947	0.0859018739032874	0.0231899629808211	0.151080610031589	0.0562167283438472	0.0164278637277516	0.103733637339857
DGRP_820	0.587731463608541	0.437689560867225	-0.04815104	0.126624683688689	0.0222361093444337	0.143633935205005	0.0784627017437058	0.0277228958613546	0.134406232872692
DGRP_821	0.294944234552653	0.384407345098842	0.114992103	0.0241174934786548	0.00634787711573259	0.0792662318791065	0.0241879524016397	0.00608033658408791	0.0719585870374499
DGRP_822	0.333017642742153	0.364359150148951	0.070315908	0.0284796157785575	0.00699849336390923	0.0835781690742317	0.0433442168747421	0.0110704672697148	0.0990400710785098
DGRP_850	0.442543191325272	0.535300663044687	0.001339293	0.0595364179828824	0.0150048559040209	0.122015702997932	0.059451981316487	0.0141285300236493	0.117400513073761
DGRP_853	0.412645958981713	0.509224813036986	-0.018479432	0.0573651572562919	0.01453263200128	0.120274835550959	0.0849430400904489	0.019993637426444	0.134307009699039
DGRP_855	0.265763699239381	0.26617097378379	0.057841328	0.193536544811961	0.0448243432826663	0.203116610048573	0.0788082652012339	0.0184303223575187	0.132102150907007
DGRP_859	0.477587475598081	0.204835792269474	0.10376244	0.360454723421242	0.0475877171248947	0.203820025359818	0.25816316968822	0.0407113449154295	0.185498183810175
DGRP_861	0.485442387816549	0.422847982454333	0.082399112	0.334421493098602	0.0730681052951291	0.265268807123059	0.034927085760521	0.0107697417725098	0.097813512871741
DGRP_879	0.22118913623824	0.4389153213066	0.139737338	0.128478494711035	0.0327924997744999	0.179029405250028	0.110423971094325	0.0344374688822491	0.169932100710945
DGRP_884	0.316708550975972	0.201371522879285	0.025530581	0.149673124992696	0.0353220957170179	0.186815640399295	0.379919444647423	0.0668768643368293	0.245630381234516
DGRP_892	0.431288099506824	0.185312169634843	0.026054766	0.145886852049796	0.0267039152778636	0.158348858781295	0.115372799944749	0.0237261646724776	0.146696218641206
DGRP_897	0.531232682946576	0.434032979229193	0.086865786	0.163601268865561	0.0366400120265461	0.18920326402466	0.116514744750336	0.0257097018738535	0.144438543362751
DGRP_091	0.278687580254825	0.292306886046493	-0.074537348	0.0674561893070644	0.0169810274450312	0.129449127352771	0.0805704068691576	0.0199712924496445	0.134783679499843
DGRP_911	0.419132779176601	0.429794198422776	-0.014551758	0.0512082018437582	0.0126429812829169	0.111853016268999	0.045086917471067	0.011313921945361	0.104632353469944
DGRP_913	0.364098379086514	0.395188398724825	0.066518564	0.0552156141242823	0.0155996095244534	0.122641847876004	0.0435277536905959	0.0112727611407074	0.102693583589294
DGRP_093	0.376784419919178	0.421068612872178	0.07360682	0.0212491324679278	0.00545263859324085	0.0737433540144808	0.0227765335855853	0.00580908679934888	0.0755589222142507
