DGRP	en_s	en_ns	LSM	kl	hell	jsd	centered_kl	centered_hell	centered_jsd
DGRP_100	0.297771778414771	0.440423309242779	0.023695659	0.0972056408261394	0.0259950115817702	0.159801670420393	0.0699988748288168	0.0253027140048722	0.122879305976094
DGRP_101	0.385423549657407	0.500992734032675	0.079517166	0.0390362273081282	0.0102533107467669	0.100721077897051	0.0653177445922369	0.0194555696000588	0.132160731399755
DGRP_105	0.390800166798471	0.368534826802647	0.022411251	0.143082899492829	0.0347251975354649	0.185135360364185	0.119181728811325	0.0290484272863309	0.156282394260727
DGRP_109	0.231160256798773	0.391668978692105	0.077821947	0.136009888178746	0.0372619152672853	0.190341971395245	0.0767378519118412	0.0199748000333324	0.140667261514944
DGRP_129	0.366027169426342	0.408072080823817	0.033221911	0.0290250999495797	0.00773931059329414	0.0876366049629726	0.0347051497139386	0.00944415371106511	0.0964748557989447
DGRP_153	0.316943168342139	0.469824017292823	0.061564993	0.29510904541253	0.0808793234632984	0.278811910947738	0.0875915481985814	0.0297212988410674	0.145160115445554
DGRP_189	0.376190002294749	0.326368196608697	0.03989536	0.101235547820539	0.0217299814081194	0.144457444838722	0.0320088516673573	0.0081151463530329	0.08692599671841
DGRP_195	0.597579684520031	0.37792406725603	0.083853128	0.151169180376261	0.0316577321955663	0.175089771518158	0.181160009111121	0.0401135947411356	0.181365349803711
DGRP_208	0.553127516508052	0.293218501967912	0.029416591	0.331615171857434	0.055055069169313	0.223954905878968	0.670088306706215	0.101857893004196	0.265446676655188
DGRP_021	0.236978941336874	0.495766983507935	0.105526696	0.178970604766589	0.0563998210744096	0.225780568174515	0.118876855427682	0.0406080565543113	0.187339402539915
DGRP_217	0.540234490459868	0.504923121158586	0.099433368	0.245494049382222	0.0562352213313799	0.234938876546952	-0.0340514336735258	0.021518350744569	0.0761841137110112
DGRP_227	0.328475449605933	0.494431077200391	0.109339768	0.126331355583106	0.0340739120367126	0.182794028822602	0.118826198034023	0.0379205025330528	0.182923756375565
DGRP_228	0.162717884900905	0.232204652642814	0.029115087	0.0444550590885403	0.0127292228954583	0.109700331873371	0.0636916810052786	0.018388064826705	0.12922022814528
DGRP_026	0.248195345866941	0.476620793895154	-0.024475432	0.0990201011687712	0.0277523105897257	0.164352956468141	0.102438992608548	0.0285451526852459	0.161585009805977
DGRP_303	0.43016296565606	0.374136195501508	0.1279749	0.0328774150208662	0.00676376592761696	0.0806997059758454	0.0236786499178654	0.00747263587981861	0.0802023827259965
DGRP_304	0.525736462723384	0.329979074371592	0.037208143	0.10575048364715	0.0233253789639301	0.151166443782551	0.0870113346305593	0.0244135274078597	0.142722127947579
DGRP_309	0.190399791696256	0.379554954191283	0.042706542	0.136624229117093	0.0420427365828816	0.196566412390833	0.142666474331182	0.0506861638476557	0.207402067762452
DGRP_031	0.472266358692348	0.244048500457579	0.079027556	0.20594646575631	0.0323172343579929	0.170695487725745	0.168324412553341	0.0314795645497407	0.166235017255039
DGRP_310	0.643557114922324	0.402920032591689	0.105539849	0.524552031642206	0.0749379785640704	0.256834561983126	0.123043449514705	0.0615516469049878	0.182285573326557
DGRP_313	0.53295628233944	0.102972821967179	0.04857004	0.615518002072651	0.0690297332979737	0.242936251717879	0.584310140270136	0.076228301784547	0.239046518490966
DGRP_317	0.431581128418524	0.509091596377186	0.021292038	0.230222469902217	0.0614520115042969	0.245384314280831	0.0513673676837921	0.0127829856707898	0.102857416165697
DGRP_318	0.485394500780583	0.406024547315933	0.046850298	0.0415956868903519	0.00977841583895089	0.0984132209792342	0.0326667919728351	0.0112428825435738	0.0970732002130381
DGRP_319	0.336411612160255	0.246736775856622	0.017635555	0.182473650051316	0.0342767635696678	0.179233780187582	0.15752109619315	0.033962965124875	0.164182136966274
DGRP_032	0.587535557722422	0.43975491835559	0.062768108	0.0983631448922476	0.0190218546944432	0.13463859701931	0.0739179793921665	0.0324896520180653	0.137072623732098
DGRP_321	0.47858161690028	0.443488870134109	0.054477926	0.0288038363171606	0.00696176433205264	0.0831538878733437	0.0347550872415654	0.00792390077337546	0.0800678261003485
DGRP_338	0.459739309442251	0.522476747247988	0.033063268	0.0775237572959628	0.0203911781052928	0.142201744344839	0.0570380046665986	0.0256257291175003	0.139965282544182
DGRP_354	0.568759906353287	0.61807392220019	0.031390712	0.0251959582469834	0.00640041546319081	0.0798952833938739	0.0801737084187913	0.0406537196740611	0.169229519079205
DGRP_362	0.394195585064876	0.531121551136325	0.209156825	0.136455606893751	0.0375704400438235	0.190797310411959	0.0421544202536271	0.0102676364650122	0.0948707877684406
DGRP_373	0.375788066616076	0.187890956168005	0.001017267	0.111192240139465	0.0243676953441436	0.154468326273875	0.11049571028061	0.0245921193832118	0.154912989382935
DGRP_380	0.519252998621058	0.4824009153614	0.001495116	0.0270653793136952	0.00617133454135543	0.0781735506478287	0.00975681745222195	0.00341773674043966	0.0560735406984391
DGRP_382	0.461211044731052	0.328576572002597	0.066076916	0.0708042636408506	0.0142006955870213	0.11666088943872	0.0709717164359326	0.0152974262485295	0.117513901239929
DGRP_385	0.301271061194458	0.574499229273396	2.06420688861388e-05	0.147572423427196	0.0443146011331625	0.201485149348412	0.193517158541956	0.0664965988183652	0.226405976298699
DGRP_386	0.395961622467267	0.477050268332043	0.021771056	0.0855127225869735	0.0220222338127987	0.147830567357332	0.0793138869635872	0.0234627567345865	0.135706903781542
DGRP_390	0.430973968104097	0.468827514394206	-0.003209602	0.035470085006723	0.00913239230830565	0.095257126672474	0.0217850117756443	0.00579911730849547	0.0702873622802125
DGRP_391	0.571865962929492	0.378505467022883	0.018335693	0.151593038401059	0.0309212036952452	0.172625218206017	0.0843603719681873	0.0319161185412162	0.14841596240678
DGRP_392	0.299686908142017	0.269645778273111	0.030741948	0.0660738261589623	0.0170227374668994	0.130096265680941	0.0765996340420243	0.0187607045772655	0.134061704127472
DGRP_395	0.347922816527497	0.501643636217238	0.124494967	0.245499294792412	0.0650150757606911	0.251819639997655	0.231630772282716	0.08045929518378	0.250775832114101
DGRP_405	0.432750995161425	0.401239832217565	0.103242678	0.115501643365218	0.0266399515672963	0.160817372295727	0.0137109702945634	0.00477941488474487	0.065691934127551
DGRP_437	0.633569843804856	0.530789495942646	0.001133725	0.0533815513084515	0.0124034520357926	0.110856385279454	0.0207092978964934	0.0174107627909325	0.110153790394384
DGRP_440	0.387207869380779	0.356439166624589	0.074690798	0.0454984528332017	0.0111654796441937	0.105500325274418	0.0516072359826542	0.0128599036652455	0.107613904203166
DGRP_486	0.244330403510433	0.463363441565325	0.122783	0.137067624826292	0.0422255164140353	0.19840192689253	0.11362015082566	0.0362397571881565	0.163940743202729
DGRP_491	0.257274743442159	0.239110166055316	0.033841139	0.0768353449038413	0.0188216431496009	0.135903706039175	0.102238820533794	0.0267307316710558	0.160869551598647
DGRP_502	0.49605760825577	0.390953985951993	0.007891159	0.0459168941765484	0.00989416331647563	0.0983916402913462	0.0326958725676448	0.00998574108671713	0.0953991938246325
DGRP_505	0.564964400466939	0.412085137542317	0.011323747	0.103483158579552	0.0218911138137318	0.145945151553609	0.0682691702889176	0.0240112613355901	0.133904591003782
DGRP_517	0.486637609462362	0.533363730233724	0.008850896	0.0362962637687087	0.00929905263490705	0.095438012584368	0.0107481794711876	0.00686989790504333	0.0713623494847544
DGRP_535	0.399555510979847	0.426951870052329	0.112586295	0.0330834301439673	0.0082571235801524	0.0906948156946692	0.106704894070506	0.0266011712745342	0.153306374493676
DGRP_551	0.27942768271813	0.432396619996127	-0.050461595	0.0857218972658496	0.0226454093220336	0.149355330922663	0.0482201222069181	0.0139502272733097	0.103042484912055
DGRP_559	0.478313407280525	0.134327650390899	-0.056014387	0.26705962000087	0.0464164180609334	0.207924109343226	0.262793208386815	0.0488316276594313	0.207900079846188
DGRP_563	0.394053180136328	0.334475913138025	0.075005454	0.0157121044241477	0.00368971536465745	0.0604595332478058	0.0158501173777729	0.00461335132645468	0.0641513532400985
DGRP_584	0.371830725330417	0.312429190112593	0.016452727	0.104711525506327	0.0222873300447449	0.147052827790094	0.206983769819673	0.046647164111034	0.202409262559485
DGRP_059	0.55360399055942	0.430303669379058	0.123065174	0.0338071943217478	0.0078312192693224	0.0881880407300105	0.0246447451739052	0.0100796295612066	0.0913525477608542
DGRP_595	0.398403044938721	0.50472071489461	0.050462657	0.0392294244202577	0.0112831817551429	0.10496300695203	0.0266573273594301	0.00669144428557944	0.077532469481041
