genotype,treatment,mean,var,color,entropy,resid_entropy,ev,hell_ev,en_r1,en_r2,resid_en_r1,resid_en_r2,MV,hell_rep,MI_rep,mean_r1,mean_r2,var_r1,var_r2,perm.pval_rep
dgrp100,shock,0.0590779406824074,0.0919737205996309,gold,0.297771778414771,2.09509263993867,NA,NA,0.25577214016967,0.284260291603395,2.11864924706995,1.67458956699991,3.67273431211213,0.0250202155408499,0.448077609161734,0.060055977854985,0.0580999035098298,0.0838818128993174,0.106633130006966,0.985907060448628
dgrp100,noShock,-0.0300347501295012,0.139299616522695,darkgray,0.440423309242779,2.09949709548751,NA,NA,0.473196713225027,0.404411511724022,2.00755630743784,2.25272833681982,0.368948311624832,0.023218787663564,0.1184939225613,0.0168814717453525,-0.0710864442699982,0.174699732949944,0.114054175939325,0.519549607994082
dgrp100,NA,0.0145215952764531,0.115695641550908,black,0.37681662990868,2.12912248319722,0.785980888634557,0.0259950115817702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dgrp208,shock,0.0983390602756475,0.194114247188683,gold,0.553127516508052,2.09508115436577,NA,NA,0.572934807288217,0.574642465948379,1.81848316301237,2.02622962299529,1.14031302419665,0.000294641342891699,0.70006932746414,0.0970039239406921,0.0994961784326088,0.196962345887426,0.205535233282247,0.988089612177956
dgrp208,noShock,0.0538923133674857,0.0955075743297912,darkgray,0.293218501967912,2.19422410186356,NA,NA,0.256257844882331,0.352287049056042,2.04673853269455,2.10657733323212,0.854302353685129,0.0117939475582376,0.64082236618349,0.0616162569864696,0.045064949231504,0.0868941504087608,0.112635533657371,0.883649336162121
dgrp208,NA,0.0753493635990121,0.141042372141921,black,0.457787323316605,2.17722307150426,0.392839739212762,0.055055069169313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dgrp373,shock,0.0516644724346191,0.116587609990735,gold,0.375788066616076,2.19191671956216,NA,NA,0.369129946959646,0.371798058129992,1.96009513512456,2.04493117484959,1.57158721748509,0.0281139470422259,0.568362038256347,0.117341521900336,-0.0233950126690573,0.12156338300505,0.108438413782677,0.260049585245423
dgrp373,noShock,-5.82171568077143e-05,0.0863524285673814,darkgray,0.187890956168005,1.90563862718656,NA,NA,0.0210069899436257,0.0578247418761651,1.721402322014,2.14395220064387,0.571081417321282,0.116373861629981,0.422810455240163,0.0264473172788066,-0.0303502565117955,0.11682626280495,0.0559799450471042,0.597396407829285
dgrp373,NA,0.0258031276389057,0.100430333346847,black,0.28702888413197,2.1285695836642,1.23484904868353,0.0243676953441436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dgrp91,shock,-0.0907407075864016,0.0953083514632028,gold,0.278687580254825,2.02355227498043,NA,NA,0.285996896389977,0.300577240945169,2.06111283257959,1.89431202473353,1.46769957926848,0.010992794078531,0.613764705728606,-0.133202912282291,-0.048278502890512,0.0941377984649045,0.0994229892210822,0.45123868703287
