genotype,treatment,mean,var,color,entropy,resid_entropy,ev,hell_ev,en_r1,en_r2,resid_en_r1,resid_en_r2,MV,hell_rep,MI_rep,mean_r1,mean_r2,var_r1,var_r2,perm.pval_rep
dgrp100,shock,0.301631874153705,0.0421981741676648,gold,-0.265624318968532,2.18751226401333,NA,NA,-0.384221692088417,-0.177206559056767,1.99134641341099,2.11864924706995,1.43991563828669,0.0317893057333878,0.725336481385712,0.270844919126153,0.332418829181257,0.0321761554269006,0.0532032697778298,0.411713698309546
dgrp100,noShock,0.227977122226141,0.0363657503857049,darkgray,-0.40432929725763,2.00648063590174,NA,NA,-0.240440403102853,-0.59831947274626,1.86621602358595,2.13338193026454,1.63092531092192,0.0584770787540049,0.363563493959512,0.251548755531919,0.207351943083586,0.0541109910257915,0.0224385868707817,0.52653911908719
dgrp100,NA,0.264804498189923,0.0399954093096676,black,-0.332110008048575,2.15528489038545,0.41418872541066,0.0149740448642119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dgrp208,shock,0.275382025147711,0.0545309873505385,gold,-0.298280586425617,1.86414430667616,NA,NA,-1.05128095696732,-0.200620766057736,1.33224492243853,1.78385396035562,0.789296125882185,0.281829408236341,0.482057416520813,0.214158226886021,0.328442650307841,0.0342230150765661,0.0693357452323818,0.19652083272555
dgrp208,noShock,0.212476744084918,0.0444023577515324,darkgray,-0.442943971178876,1.8038298172468,NA,NA,-0.227847573240889,-0.720394821723504,1.75410533099929,1.36903917770477,2.51360667354283,0.086827937995756,0.422810455240163,0.275084331210915,0.140925215940921,0.0575091585324311,0.022356995449213,0.0819073544901938
dgrp208,NA,0.242844810804887,0.0494265681829751,black,-0.361643942753622,1.80232903736936,0.425989357095202,0.020018459859351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dgrp373,shock,0.178653131080111,0.0177057838347409,gold,-0.734556233909394,2.08951107411131,NA,NA,-0.631304851911621,-0.8779249946706,1.92739212613927,1.97018144002608,1.21029074774807,0.0359296086960945,0.777661295762166,0.199648538094056,0.154658380207031,0.0215125905086736,0.0135127297503097,0.355540207378595
dgrp373,noShock,0.202755290351114,0.0155430395592455,darkgray,-0.737665374692911,2.08951107411131,NA,NA,-0.885552934729828,-0.62986235155177,2.07944154167984,1.56915294620312,4.62208332141866,0.0576626472751265,0.586707045273723,0.20868915168973,0.195973734535552,0.0109467894599553,0.0219491600740539,0.780480455793852
dgrp373,NA,0.190704210715612,0.0164903320279403,black,-0.736077015455767,2.07641176858524,0.190813392061965,0.00518390701992599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dgrp91,shock,0.187703377141573,0.0185933042363418,gold,-0.687334874529162,2.07206946931915,NA,NA,-0.906864377452109,-0.53653916771544,2.08376603748565,2.08376603748565,0.752652127577068,0.061196441290571,0.415888308335968,0.167404336739775,0.208002417543372,0.0110878093055802,0.0265439258099125,0.414857200109406
dgrp91,noShock,0.202848078793123,0.0169209221947151,darkgray,-0.747163746243838,1.91041686258765,NA,NA,-0.750436677833318,-0.80680242976274,1.99134641341099,1.78385396035562,1.9693709080542,0.0433379704683918,0.706991474368337,0.194571308230047,0.211124849356199,0.015913361955616,0.0189903234528214,0.727460648375603
dgrp91,NA,0.195275727967348,0.0175144575647859,black,-0.700858490280966,2.01979211941998,0.337812355864817,0.015612195467067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dgrp195,shock,0.157676949395787,0.0131130560378244,gold,-0.927799675882593,2.07028211204127,NA,NA,-0.869606039315988,-0.937117074261187,2.02622962299529,1.97018144002608,0.65337557127161,0.0029256826580959,0.527460083993072,0.15804629273697,0.157281224387377,0.0148483059238829,0.0122526959639398,0.98565582446617
dgrp195,noShock,0.225851186904209,0.0300009338923487,darkgray,-0.492322707914928,2.01399961831704,NA,NA,-0.49802146137464,-0.579301466561663,2.14395220064387,1.6613228393181,1.35171632763524,0.0521242878214214,0.370485640863708,0.282410973983648,0.1763613732097,0.0270543389278851,0.0289564451373819,0.09432040136792
dgrp195,NA,0.192341815925493,0.0225125332140176,black,-0.637474388744383,2.13877255063039,1.49324196194695,0.0893591316496927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dgrp228,shock,0.242288765203872,0.0380933805055141,gold,-0.374973298787252,2.07206946931915,NA,NA,-0.745691971274343,-0.197807210902378,1.84139037484597,2.11864924706995,1.51663085760716,0.136930923352927,0.811641103121246,0.178528755716006,0.306048774691738,0.01651395419866,0.053682322255849,0.0735657971622859
dgrp228,noShock,0.243939251414563,0.0386158437709029,darkgray,-0.410608768587402,1.98195722754589,NA,NA,-0.381033777334563,-0.461138868989365,1.65655112669665,1.87627358443028,0.80671414199149,0.0341256656276659,0.475135269616617,0.238034631065565,0.249843871763561,0.049559195452755,0.0303560569124029,0.869276726759859
dgrp228,NA,0.243114008309218,0.0377052265353741,black,-0.391940686312737,2.0108546346675,0.281762775594456,0.00362324073074749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dgrp595,shock,0.152402720305408,0.0218836503243346,gold,-0.894820771790837,1.78295055813039,NA,NA,-1.07993167567613,-0.965191325157239,1.32294951100453,1.93380999892063,0.923002569724385,0.16898729175661,0.534382230897268,0.171688290669338,0.133117149941479,0.0330440554920204,0.0114893632706827,0.475191577406685
dgrp595,noShock,0.206635626604214,0.0367795924639068,darkgray,-0.456990644344172,1.85615463162326,NA,NA,-0.806211730593477,-0.262111065304788,1.48781671640145,2.04888282790134,1.2212986150023,0.0939789669566691,0.343427980408824,0.140736362477662,0.272534890730766,0.0170896853543632,0.0497907997228272,0.0598253566109552
dgrp595,NA,0.179519173454811,0.0295822400464954,black,-0.640570090831668,1.75375469512205,0.108198144309489,0.0627272770907686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dgrp705,shock,0.157397186937519,0.0202605637563141,gold,-0.733009737481396,2.0172197576003,NA,NA,-0.659755326232673,-0.809152944665259,1.92512119079082,1.70947277658421,2.21114926062912,0.0211138908209269,0.475135269616617,0.166684834628398,0.14934789227209,0.0241033087778742,0.0182644474086884,0.747885323187234
dgrp705,noShock,0.19953756211099,0.019714867716773,darkgray,-0.665678133435882,1.97680902643134,NA,NA,-0.789474338290438,-0.544840181638289,1.95618746766045,1.92512119079082,0.645833062788694,0.0351294862535249,0.706991474368336,0.168850288920383,0.2396670732064,0.0166932853636523,0.0223078866556891,0.171027526007994
