560,840,190,180
560,1060,190,180
560,1270,190,180
560,1490,190,180
560,2000,190,180
560,2220,190,180
560,2440,190,180
560,2650,190,180
780,840,190,180
780,1060,190,180
780,1270,190,180
780,1490,190,180
780,2000,190,180
780,2220,190,180
780,2440,190,180
780,2650,190,180
1420,830,190,180
1420,1060,190,180
1420,1280,190,180
1420,1490,190,180
1420,2010,190,180
1420,2230,190,180
1420,2440,190,180
1420,2650,190,180
1640,830,190,180
1640,1050,190,180
1640,1270,190,180
1640,1490,190,180
1640,2010,190,180
1640,2220,190,180
1640,2450,190,180
1640,2650,190,180
2300,840,190,180
2300,1050,190,180
2300,1270,190,180
2300,1490,190,180
2300,2010,190,180
2300,2220,190,180
2300,2440,190,180
2300,2650,190,180
2520,830,190,180
2520,1050,190,180
2520,1270,190,180
2520,1490,190,180
2520,2000,190,180
2520,2220,190,180
2520,2440,190,180
2510,2650,190,180
3160,840,190,180
3160,1050,190,180
3170,1270,190,180
3170,1490,190,180
3160,1990,190,180
3160,2210,190,180
3160,2430,190,180
3160,2640,190,180
3370,830,190,180
3380,1060,190,180
3380,1270,190,180
3380,1480,190,180
3380,1990,190,180
3380,2210,190,180
3380,2420,190,180
3380,2630,190,180
