"id","genotype","sex","exp_type","shock_color","shock_arm","treatment","replicates","ZT0","ZT","starting_arm","starting_color","frac_time_on_shocked","first_half_frac_time_on_shocked","second_half_frac_time_on_shocked","frac_time_on_shockArm","frac_time_on_neutral_left","frac_time_on_neutral_right","left_handedness","first_half_left_handedness","second_half_left_handedness","activity","first_half_activity","second_half_activity","activity_shock","activity_noShock","activity_shock_color","first_half_activity_shock_color","second_half_activity_shock_color","activity_noShock_color","first_half_activity_noShock_color","second_half_activity_noShock_color","total_choices","correct_choices","incorrect_choices","first_half_total_choices","first_half_correct_choices","first_half_incorrect_choices","analysis_time","bias_frac_time_on_shocked","bias_left_handedness","bias_activity","bias_activity_shock","bias_activity_noShock","bias_activity_shock_color","bias_activity_noShock_color","bias_total_choices","bias_correct_choices","bias_incorrect_choices","bias_analysis_time","post_frac_time_on_shocked","post_left_handedness","post_first_half_left_handedness","post_second_half_left_handedness","post_activity","post_activity_shock","post_activity_noShock","post_activity_shock_color","post_activity_noShock_color","post_total_choices","post_correct_choices","post_incorrect_choices","post_first_half_total_choices","post_first_half_correct_choices","post_first_half_incorrect_choices","post_analysis_time","group","group_sex","folder","experiment_date","second_half_total_choices","second_half_correct_choices","second_half_incorrect_choices","post_second_half_total_choices","post_second_half_correct_choices","post_second_half_incorrect_choices","experiment_by","head_scanned","abs_dev","abs_dev_sex"
51,"dgrp732","female","operant_place","blue","R","noShock",2,"16:00:00","16:45:43","M","G",0.191784274193548,0.162837667255744,0.220573440643863,0.191784274193548,0.283140120967742,0.403603830645161,-0.105263157894737,-0.0666666666666667,-0.161290322580645,2.7272949338813,3.15657969911393,2.29930710147415,NA,2.7272949338813,1.76798013423195,1.76798013423195,NA,1.65592373723536,1.94826388218355,1.37982471145095,136,98,38,65,47,18,1200,0.179982440737489,-0.2,3.0279992904315,NA,3.0279992904315,1.51540195274124,1.60125583894857,27,21,6,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp732_noShock","dgrp732_noShock_female","operant_place/20230621/csv/dgrp732_noShock/female",20230621,71,51,20,NA,NA,NA,"riddha",FALSE,0.0864151030856815,0.107155520644161
52,"dgrp732","female","operant_place","blue","L","noShock",2,"16:00:00","16:45:43","R","G",0.315524193548387,0.303963645544055,0.326961770623742,0.315524193548387,0.267389112903226,0.257434475806452,0.406593406593407,0.346938775510204,0.476190476190476,1.68952715880951,1.77602764854375,1.60328799985997,NA,1.68952715880951,1.32335080509569,1.30005521414862,1.39608284095333,1.32393981511994,1.40832542216726,1.21946239687088,81,54,27,34,23,11,1200,0.415641476274165,0.25,1.10835071825627,NA,1.10835071825627,0.542505740936671,1.01614816162005,9,6,3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp732_noShock","dgrp732_noShock_female","operant_place/20230621/csv/dgrp732_noShock/female",20230621,47,31,16,NA,NA,NA,"riddha",FALSE,0.0373248162691573,0.0165843987106778
53,"dgrp732","female","operant_place","blue","M","noShock",2,"16:00:00","16:45:43","M","B",0.386844758064516,0.49810653875284,0.275905432595573,0.386844758064516,0.204385080645161,0.218119959677419,0.157894736842105,0.178571428571429,0.131578947368421,2.3781154177473,2.05812300149531,2.69714108953931,NA,2.3781154177473,1.59372271425761,1.35355312431845,2.25340931519438,2.08903312547325,2.22246340375156,1.93069023194678,115,70,45,41,24,17,1200,0.394736842105263,-0.2,1.42085079557227,NA,1.42085079557227,1.09308419455566,1.31731196320107,14,8,6,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp732_noShock","dgrp732_noShock_female","operant_place/20230621/csv/dgrp732_noShock/female",20230621,74,46,28,NA,NA,NA,"riddha",FALSE,0.108645380785286,0.0879049632268068
54,"dgrp732","female","operant_place","blue","R","noShock",2,"16:00:00","16:45:43","R","B",0.340347782258065,0.269376420095935,0.410965794768612,0.340347782258065,0.15234375,0.358240927419355,0.0112359550561798,-0.181818181818182,0.2,1.72401794692428,1.62590500644665,1.82183447368445,NA,1.72401794692428,1.18293262866235,1.18279656904663,1.18331813090689,1.2888516670575,1.40449289814871,1.14836444201831,82,52,30,34,24,10,1200,0.278314310798946,0.0909090909090909,1.44024793268665,NA,1.44024793268665,1.00382046449139,0.989527752320721,12,7,5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp732_noShock","dgrp732_noShock_female","operant_place/20230621/csv/dgrp732_noShock/female",20230621,48,28,20,NA,NA,NA,"riddha",FALSE,0.0621484049788347,0.0414079874203552
55,"dgrp732","female","operant_place","blue","L","noShock",2,"16:00:00","16:45:43","R","G",0.37890625,0.485735925271396,0.272635814889336,0.37890625,0.276839717741935,0.225680443548387,0.0975609756097561,0.0256410256410256,0.162790697674419,1.59389790870129,1.50921620369816,1.67832377773764,NA,1.59389790870129,1.05642463058637,0.979939668395885,1.26009315847647,1.21072002949131,1.2167601269841,1.20159523389057,81,54,27,34,21,13,1200,0.562664329535495,0.111111111111111,1.27375668042495,NA,1.27375668042495,0.689094689094545,0.804545136855732,11,6,5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp732_noShock","dgrp732_noShock_female","operant_place/20230621/csv/dgrp732_noShock/female",20230621,47,33,14,NA,NA,NA,"riddha",FALSE,0.10070687272077,0.0799664551622907
56,"dgrp732","female","operant_place","blue","M","noShock",2,"16:00:00","16:45:43","M","B",0.408266129032258,0.429184549356223,0.387323943661972,0.408266129032258,0.22038810483871,0.243699596774194,0.271739130434783,0.305263157894737,0.235955056179775,3.32117983566902,3.31890269332391,3.32345009843,NA,3.32117983566902,1.74034082484915,1.86282100082022,1.41920377809574,1.87812285926043,2.22174203767519,1.4655829287281,181,97,84,71,37,34,1200,0.385087719298246,0.384615384615385,1.73497388266694,NA,1.73497388266694,1.12618459144002,1.59475208107885,17,9,8,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp732_noShock","dgrp732_noShock_female","operant_place/20230621/csv/dgrp732_noShock/female",20230621,110,60,50,NA,NA,NA,"riddha",FALSE,0.130066751753028,0.109326334194549
25,"dgrp732","male","operant_place","blue","L","noShock",1,"16:00:00","16:45:43","R","G",0.207283266129032,0.22014642766978,0.194416498993964,0.207283266129032,0.232862903225806,0.440272177419355,0.243243243243243,0.1875,0.285714285714286,1.60964198160963,1.53366948629641,1.68538495276783,NA,1.60964198160963,1.76626781801977,1.76626781801977,NA,1.14591302805526,1.20031980792856,1.09420162993716,63,39,24,23,13,10,1200,0.0930640913081651,0,1.40259221247653,NA,1.40259221247653,2.02195894225639,1.13675068453382,7,5,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp732_noShock","dgrp732_noShock_male","operant_place/20230621/csv/dgrp732_noShock/male",20230621,40,26,14,NA,NA,NA,"riddha",FALSE,0.0709161111501976,0.0495066478640253
26,"dgrp732","male","operant_place","blue","M","noShock",1,"16:00:00","16:45:43","R","G",0.14289314516129,0.142135824286796,0.143611670020121,0.14289314516129,0.389364919354839,0.360761088709677,0.032967032967033,0,0.0731707317073171,1.95036452613981,2.04922435581663,1.85180336664328,NA,1.95036452613981,1.84211374898034,1.84211374898034,NA,1.41322428534075,1.42804470056693,1.39845927353598,79,59,20,34,26,8,1200,0.175592625109745,-0.2,1.9160947796027,NA,1.9160947796027,1.84521177949315,1.31770816611744,16,12,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp732_noShock","dgrp732_noShock_male","operant_place/20230621/csv/dgrp732_noShock/male",20230621,45,33,12,NA,NA,NA,"riddha",FALSE,0.13530623211794,0.113896768831767
27,"dgrp732","male","operant_place","blue","R","noShock",1,"16:00:00","16:45:43","L","G",0.354460685483871,0.370108558444837,0.339034205231388,0.354460685483871,0.300907258064516,0.208795362903226,0.0743801652892562,0.0847457627118644,0.0645161290322581,2.28093521560921,2.20015948826668,2.36146690752171,NA,2.28093521560921,1.49352430948277,1.44182578028193,1.67446916168573,1.98296671203352,1.9854578266516,1.97991353534284,102,70,32,40,26,14,1200,0.290605794556629,0,2.17800419362725,NA,2.17800419362725,1.61544109953363,1.73411385590941,19,14,5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp732_noShock","dgrp732_noShock_male","operant_place/20230621/csv/dgrp732_noShock/male",20230621,62,44,18,NA,NA,NA,"riddha",FALSE,0.0762613082046411,0.0976707714908134
28,"dgrp732","male","operant_place","blue","L","noShock",1,"16:00:00","16:45:43","L","B",0.345892137096774,0.370108558444837,0.321931589537223,0.345892137096774,0.270161290322581,0.233996975806452,-0.0581395348837209,0.101123595505618,-0.228915662650602,3.09078750968622,3.17728967265429,3.00454668255795,NA,3.09078750968622,1.93179128620538,1.96895640199983,1.80413719282445,2.08706797093445,2.25763203391601,1.88596213358979,144,86,58,57,34,23,1200,0.469710272168569,0,3.03803296471986,NA,3.03803296471986,1.37017598171311,2.83086169618193,27,16,11,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp732_noShock","dgrp732_noShock_male","operant_place/20230621/csv/dgrp732_noShock/male",20230621,87,52,35,NA,NA,NA,"riddha",FALSE,0.0676927598175444,0.0891022231037167
29,"dgrp732","male","operant_place","blue","M","noShock",1,"16:00:00","16:45:43","X",NA,0.209803427419355,0.210552890684171,0.209004024144869,0.209803427419355,0.309097782258065,0.342615927419355,0.25,0.245283018867925,0.241379310344828,2.2000659529144,2.06960407240257,2.33013368877211,NA,2.2000659529144,1.72133802335599,1.72133802335599,NA,1.64732945136996,1.65592827706962,1.63987177823978,105,69,36,41,27,14,1200,0.150131694468832,0.368421052631579,2.59628897420869,NA,2.59628897420869,1.65164497052844,1.73535056978493,22,17,5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp732_noShock","dgrp732_noShock_male","operant_place/20230621/csv/dgrp732_noShock/male",20230621,64,42,22,NA,NA,NA,"riddha",FALSE,0.068395949859875,0.0469864865737027
30,"dgrp732","male","operant_place","blue","R","noShock",1,"16:00:00","16:45:43","R","B",0.370841733870968,0.321635950517546,0.41976861167002,0.370841733870968,0.287676411290323,0.213583669354839,0.234567901234568,0.253333333333333,0.218390804597701,2.93102416002887,2.72671883632492,3.13471224710531,NA,2.93102416002887,1.69146473882527,1.68510822845762,1.7087621518863,2.34140692855596,2.17387951530146,2.59184621413302,205,163,42,65,51,14,1200,0.43459174714662,-0.28,3.02908247659004,NA,3.02908247659004,1.77385559548371,2.38346073942789,41,30,11,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp732_noShock","dgrp732_noShock_male","operant_place/20230621/csv/dgrp732_noShock/male",20230621,140,112,28,NA,NA,NA,"riddha",FALSE,0.0926423565917379,0.11405181987791
31,"dgrp732","male","operant_place","blue","L","noShock",1,"16:00:00","16:45:43","L","B",0.176411290322581,0.192123201211815,0.160965794768612,0.176411290322581,0.233492943548387,0.474798387096774,0.0425531914893617,0.136363636363636,-0.04,1.92206296131193,1.87249851129178,1.97147766979123,NA,1.92206296131193,1.63420186587946,1.63420186587946,NA,1.21929209940055,1.25411368793668,1.18654472101189,108,86,22,42,34,8,1200,0.142480211081794,0.222222222222222,2.23366644334023,NA,2.23366644334023,1.80661719653693,1.57239122321752,22,17,5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp732_noShock","dgrp732_noShock_male","operant_place/20230621/csv/dgrp732_noShock/male",20230621,66,52,14,NA,NA,NA,"riddha",FALSE,0.101788086956649,0.0803786236704769
32,"dgrp732","male","operant_place","blue","M","noShock",1,"16:00:00","16:45:43","R","G",0.269027217741935,0.315324413027013,0.222837022132797,0.269027217741935,0.417086693548387,0.196194556451613,0.131578947368421,0.219512195121951,0.0285714285714286,1.79713547884349,1.9245608394767,1.67009508908831,NA,1.79713547884349,1.52525034741828,1.52525034741828,NA,1.21883465455523,1.36300608019951,1.09350095874252,76,39,37,32,17,15,1200,0.261633011413521,0.25,2.27194436644017,NA,2.27194436644017,1.74392687068923,1.62288623372768,20,10,10,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp732_noShock","dgrp732_noShock_male","operant_place/20230621/csv/dgrp732_noShock/male",20230621,44,22,22,NA,NA,NA,"riddha",FALSE,0.00917215953729433,0.012237303748878
57,"dgrp732","male","operant_place","blue","R","noShock",2,"16:00:00","16:45:43","R","B",0.209929435483871,0.242615501136077,0.177313883299799,0.209929435483871,0.293346774193548,0.335685483870968,-0.027027027027027,0.0133333333333333,-0.0833333333333333,2.57905259286932,2.53486578753572,2.62310590332276,NA,2.57905259286932,1.96453435479046,1.96453435479046,NA,1.82069041256981,2.01788145652249,1.64281604231045,127,91,36,52,35,17,1200,0.288343558282209,0.368421052631579,2.00695616473346,NA,2.00695616473346,1.80774304413449,1.36495517034295,22,14,8,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp732_noShock","dgrp732_noShock_male","operant_place/20230621/csv/dgrp732_noShock/male",20230621,75,56,19,NA,NA,NA,"riddha",FALSE,0.0682699417953589,0.0468604785091865
58,"dgrp732","male","operant_place","blue","L","noShock",2,"16:00:00","16:45:43","R","G",0.262348790322581,0.28755364806867,0.237424547283702,0.262348790322581,0.306829637096774,0.238533266129032,-0.286821705426357,-0.0819672131147541,-0.470588235294118,2.16155304188835,2.05212841706899,2.27064707871733,NA,2.16155304188835,1.90319574277487,1.85717945626881,2.08950558570184,1.80181087246605,1.66037305086286,1.94945815940792,107,71,36,40,27,13,1200,0.364035087719298,0.166666666666667,1.49365171943377,NA,1.49365171943377,1.07697587402872,1.19514949414756,13,8,5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp732_noShock","dgrp732_noShock_male","operant_place/20230621/csv/dgrp732_noShock/male",20230621,67,44,23,NA,NA,NA,"riddha",FALSE,0.0158505869566492,0.00555887632952312
59,"dgrp732","male","operant_place","blue","M","noShock",2,"16:00:00","16:45:43","X",NA,0.256930443548387,0.282251956576622,0.231639839034205,0.256930443548387,0.286038306451613,0.222908266129032,-0.08,-0.0144927536231884,-0.135802469135802,2.55193085211935,2.36343243561579,2.73985978700206,NA,2.55193085211935,2.42703940492854,2.35576284493758,2.65496774511941,2.14456830832587,1.96752487195861,2.31539969429428,125,81,44,47,28,19,1200,0.166812993854258,-0.166666666666667,1.46841945148806,NA,1.46841945148806,1.35340373005797,1.17099852858324,13,9,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp732_noShock","dgrp732_noShock_male","operant_place/20230621/csv/dgrp732_noShock/male",20230621,78,53,25,NA,NA,NA,"riddha",FALSE,0.0212689337308427,0.000140529555329616
60,"dgrp732","male","operant_place","blue","R","noShock",2,"16:00:00","16:45:43","R","B",0.362525201612903,0.381469325927796,0.343561368209256,0.362525201612903,0.349042338709677,0.191784274193548,-0.666666666666667,-0.565217391304348,-0.741935483870968,1.28156251040064,1.12425800489959,1.4383917757038,NA,1.28156251040064,0.927313814484255,0.877186042497578,1.18673795404417,1.15028087660405,1.08004397693607,1.24578155906076,48,30,18,14,8,6,1200,0.792982456140351,-1,0.63828159751879,NA,0.63828159751879,0.47537246405561,0.933169607396866,3,2,1,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp732_noShock","dgrp732_noShock_male","operant_place/20230621/csv/dgrp732_noShock/male",20230621,34,22,12,NA,NA,NA,"riddha",FALSE,0.0843258243336734,0.105735287619846
61,"dgrp732","male","operant_place","blue","L","noShock",2,"16:00:00","16:45:43","R","G",0.172505040322581,0.261297652108054,0.0840040241448692,0.172505040322581,0.219506048387097,0.514868951612903,-0.0708661417322835,-0.0652173913043478,-0.0857142857142857,2.25733509412349,3.24200540425433,1.27563961876646,NA,2.25733509412349,2.40262047244578,2.40262047244578,NA,1.0297163293713,2.47088379246601,0,129,83,46,62,41,21,1200,0.329824561403509,-0.25,2.11366965216283,NA,2.11366965216283,1.67521540688436,1.38463182962655,18,12,6,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp732_noShock","dgrp732_noShock_male","operant_place/20230621/csv/dgrp732_noShock/male",20230621,67,42,25,NA,NA,NA,"riddha",FALSE,0.105694336956649,0.0842848736704769
62,"dgrp732","male","operant_place","blue","M","noShock",2,"16:00:00","16:45:43","L","G",0.06640625,0.128755364806867,0.00427565392354125,0.06640625,0.830771169354839,0.0767389112903226,0.0384615384615385,0.04,0,0.354418030952007,0.663715308036543,0.0460551867287533,NA,0.354418030952007,1.79384187611399,1.79384187611399,NA,0.127983840616529,0.266198037171409,0,33,25,8,31,24,7,1200,0.323684210526316,-0.166666666666667,1.37392988438619,NA,1.37392988438619,1.14716852054677,0.89046403672328,13,7,6,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp732_noShock","dgrp732_noShock_male","operant_place/20230621/csv/dgrp732_noShock/male",20230621,2,1,1,NA,NA,NA,"riddha",FALSE,0.21179312727923,0.190383663993058
